customer_id,recency,frequency,monetary,avg_order_value,total_items,distinct_categories,first_purchase,last_purchase,tenure_days,R_score,F_score,M_score,RFM_score,cluster,segment
C00687,217,2,523.72,104.744,10,3,2025-09-24,2025-11-26,280,2,1,1,4,3,Hibernating
C00688,2,33,41166.72,579.8129577464789,139,6,2024-09-11,2026-06-29,658,5,5,5,15,5,Champions
C00689,61,7,3294.92,219.66133333333335,29,6,2024-05-17,2026-05-01,775,3,4,3,10,6,Potential Loyalists
C00690,78,6,3878.7,242.41875,37,6,2025-04-28,2026-04-14,429,3,3,3,9,6,Potential Loyalists
C00691,524,4,2515.06,279.4511111111111,18,5,2024-05-09,2025-01-23,783,1,3,2,6,1,Needs Attention
C00692,24,8,16940.64,847.0319999999999,39,6,2025-10-10,2026-06-07,264,4,4,5,13,4,Loyal Customers
C00693,37,4,1948.4199999999998,194.84199999999998,21,4,2025-10-31,2026-05-25,243,4,3,2,9,0,Promising
C00694,6,25,48968.25,627.7980769230769,162,6,2024-08-16,2026-06-25,684,5,5,5,15,5,Champions
C00695,273,2,2601.64,650.41,7,4,2025-09-18,2025-10-01,286,2,1,2,5,0,Promising
C00696,27,12,11339.08,391.00275862068963,59,6,2024-10-01,2026-06-04,638,4,5,5,14,5,Champions
C00697,49,12,12185.35,406.17833333333334,50,6,2024-03-17,2026-05-13,836,4,5,5,14,5,Champions
C00699,261,1,530.85,132.7125,8,3,2025-10-13,2025-10-13,261,2,1,1,4,3,Hibernating
C00700,490,3,1337.1799999999998,191.02571428571426,14,5,2024-09-26,2025-02-26,643,1,2,2,5,2,At Risk
C00701,22,26,20832.26,285.3734246575342,140,6,2024-03-03,2026-06-09,850,5,5,5,15,5,Champions
C00703,253,3,1310.05,187.15,13,5,2024-08-02,2025-10-21,698,2,2,2,6,6,Potential Loyalists
C00704,8,12,8994.9,310.16896551724136,63,6,2025-01-27,2026-06-23,520,5,5,4,14,4,Loyal Customers
C00705,11,7,9418.21,523.2338888888888,39,5,2024-08-17,2026-06-20,683,5,4,4,13,5,Champions
C00706,62,5,5940.89,594.089,26,5,2024-07-27,2026-04-30,704,3,3,4,10,6,Potential Loyalists
C00707,288,3,3482.73,497.53285714285715,17,4,2025-05-24,2025-09-16,403,2,2,3,7,1,Needs Attention
C00710,30,8,6813.3,296.2304347826087,48,6,2024-05-31,2026-06-01,761,4,4,4,12,6,Potential Loyalists
C00711,223,3,3342.1699999999996,417.77124999999995,17,4,2025-02-27,2025-11-20,489,2,2,3,7,1,Needs Attention
C00712,354,5,5783.349999999999,413.09642857142853,28,6,2024-10-18,2025-07-12,621,1,3,4,8,1,Needs Attention
C00713,1,18,16908.899999999998,375.7533333333333,88,6,2024-04-13,2026-06-30,809,5,5,5,15,5,Champions
C00714,112,3,4259.88,532.485,17,5,2025-10-17,2026-03-11,257,3,2,3,8,0,Promising
C00715,506,1,1256.49,418.83,5,3,2025-02-10,2025-02-10,506,1,1,2,4,1,Needs Attention
C00716,168,3,1750.3100000000002,291.71833333333336,13,5,2024-09-29,2026-01-14,640,2,2,2,6,6,Potential Loyalists
C00717,62,18,23926.55,498.46979166666665,100,6,2024-06-01,2026-04-30,760,3,5,5,13,5,Champions
C00719,120,3,2617.79,290.86555555555555,13,4,2025-02-07,2026-03-03,509,3,2,2,7,6,Potential Loyalists
C00720,246,3,1418.02,202.5742857142857,15,4,2025-06-30,2025-10-28,366,2,2,2,6,0,Promising
C00721,488,6,1879.77,125.318,27,5,2024-09-30,2025-02-28,639,1,3,2,6,2,At Risk
C00722,319,4,3096.26,258.0216666666667,20,6,2025-04-26,2025-08-16,431,1,3,3,7,1,Needs Attention
C00723,688,1,337.06,168.53,4,1,2024-08-12,2024-08-12,688,1,1,1,3,2,At Risk
C00724,22,11,13202.14,574.0060869565217,45,6,2025-01-08,2026-06-09,539,5,4,5,14,4,Loyal Customers
C00726,66,2,1456.74,485.58,6,2,2026-01-15,2026-04-26,167,3,1,2,6,0,Promising
C00727,238,3,1948.44,324.74,13,5,2025-08-28,2025-11-05,307,2,2,2,6,0,Promising
C00729,70,34,57236.8,622.1391304347826,196,6,2024-05-02,2026-04-22,790,3,5,5,13,5,Champions
C00730,177,3,1326.96,189.56571428571428,14,4,2025-01-10,2026-01-05,537,2,2,2,6,6,Potential Loyalists
C00731,19,20,22455.95,431.84519230769234,97,6,2024-11-16,2026-06-12,592,5,5,5,15,5,Champions
C00732,51,2,1294.19,258.838,9,4,2024-12-13,2026-05-11,565,4,1,2,7,6,Potential Loyalists
C00733,82,12,13330.72,476.09714285714284,61,6,2024-11-15,2026-04-10,593,3,5,5,13,5,Champions
C00734,509,5,3290.98,253.1523076923077,24,6,2024-04-19,2025-02-07,803,1,3,3,7,1,Needs Attention
C00735,95,4,1012.58,92.05272727272728,18,4,2024-12-05,2026-03-28,573,3,3,1,7,6,Potential Loyalists
C00736,11,10,8561.5,450.60526315789474,36,6,2025-08-05,2026-06-20,330,5,4,4,13,4,Loyal Customers
C00737,220,1,1695.27,847.635,4,2,2025-11-23,2025-11-23,220,2,1,2,5,0,Promising
C00738,4,8,3639.66,202.20333333333332,34,5,2025-08-31,2026-06-27,304,5,4,3,12,4,Loyal Customers
C00739,23,32,43715.79,553.3644303797469,160,6,2024-08-11,2026-06-08,689,4,5,5,14,5,Champions
C00740,155,8,9200.64,438.12571428571425,40,6,2025-08-26,2026-01-27,309,2,4,4,10,4,Loyal Customers
C00741,62,6,5826.98,448.22923076923075,24,5,2024-12-24,2026-04-30,554,3,3,4,10,4,Loyal Customers
C00743,19,4,2456.5899999999997,272.9544444444444,17,5,2025-12-01,2026-06-12,212,5,3,2,10,0,Promising
C00745,18,3,2433.46,270.38444444444445,13,5,2025-11-09,2026-06-13,234,5,2,2,9,0,Promising
C00747,11,12,10971.1,342.846875,58,6,2024-04-16,2026-06-20,806,5,5,4,14,5,Champions
C00748,65,6,4756.77,339.76928571428573,32,6,2025-11-04,2026-04-27,239,3,3,3,9,4,Loyal Customers
C00749,417,1,109.59,109.59,1,1,2025-05-10,2025-05-10,417,1,1,1,3,2,At Risk
C00751,16,32,33357.07,438.9088157894737,151,6,2024-02-25,2026-06-15,857,5,5,5,15,5,Champions
C00752,43,8,3859.76,175.4436363636364,44,6,2024-12-24,2026-05-19,554,4,4,3,11,6,Potential Loyalists
C00755,19,9,7250.59,278.86884615384616,48,6,2025-06-26,2026-06-12,370,5,4,4,13,4,Loyal Customers
C00756,288,4,1165.8000000000002,116.58000000000001,19,5,2025-05-11,2025-09-16,416,2,3,1,6,2,At Risk
C00757,17,14,16517.73,471.93514285714286,73,6,2024-05-05,2026-06-14,787,5,5,5,15,5,Champions
C00758,346,4,1835.1100000000001,262.15857142857146,17,4,2024-09-25,2025-07-20,644,1,3,2,6,1,Needs Attention
C00759,183,1,1343.66,447.8866666666667,5,2,2025-12-30,2025-12-30,183,2,1,2,5,0,Promising
C00761,24,12,10526.550000000001,328.95468750000003,57,6,2025-06-08,2026-06-07,388,4,5,4,13,4,Loyal Customers
C00763,73,1,808.52,202.13,9,3,2026-04-19,2026-04-19,73,3,1,1,5,0,Promising
C00765,43,12,16756.79,465.4663888888889,78,6,2025-02-02,2026-05-19,514,4,5,5,14,4,Loyal Customers
C00767,153,6,2883.15,160.175,37,5,2024-04-05,2026-01-29,817,2,3,3,8,6,Potential Loyalists
C00768,104,11,16552.48,447.3643243243243,77,6,2025-01-23,2026-03-19,524,3,4,5,12,4,Loyal Customers
C00769,11,18,21842.09,496.4111363636364,92,6,2025-05-01,2026-06-20,426,5,5,5,15,4,Loyal Customers
C00770,10,40,46954.23,533.5707954545455,168,6,2024-04-15,2026-06-21,807,5,5,5,15,5,Champions
C00771,24,12,10748.91,346.7390322580645,56,6,2024-10-27,2026-06-07,612,4,5,4,13,5,Champions
C00772,14,8,11973.68,570.1752380952381,49,5,2025-01-22,2026-06-17,525,5,4,5,14,4,Loyal Customers
C00774,97,9,9281.76,403.5547826086957,40,6,2025-04-06,2026-03-26,451,3,4,4,11,4,Loyal Customers
C00775,17,15,10811.56,300.3211111111111,68,6,2024-12-12,2026-06-14,566,5,5,4,14,5,Champions
C00777,137,2,1224.31,204.05166666666665,12,4,2025-12-04,2026-02-14,209,2,1,2,5,0,Promising
C00778,5,21,27086.76,467.01310344827584,117,6,2025-03-22,2026-06-26,466,5,5,5,15,4,Loyal Customers
C00780,508,5,2865.9,220.45384615384617,29,6,2024-09-11,2025-02-08,658,1,3,3,7,1,Needs Attention
C00781,5,22,35061.32,687.4768627450981,103,6,2025-02-27,2026-06-26,489,5,5,5,15,5,Champions
C00782,218,3,1771.25,253.03571428571428,14,3,2024-04-11,2025-11-25,811,2,2,2,6,6,Potential Loyalists
C00783,329,2,851.8599999999999,141.97666666666666,8,4,2025-02-09,2025-08-06,507,1,1,1,3,2,At Risk
C00784,199,1,3368.68,1122.8933333333332,7,2,2025-12-14,2025-12-14,199,2,1,3,6,0,Promising
C00785,155,13,12292.380000000001,396.5283870967742,68,6,2024-04-15,2026-01-27,807,2,5,5,12,5,Champions
C00786,43,9,4392.88,231.2042105263158,36,6,2024-10-13,2026-05-19,626,4,4,3,11,6,Potential Loyalists
C00787,202,5,7868.16,524.544,26,5,2025-05-17,2025-12-11,410,2,3,4,9,4,Loyal Customers
C00788,28,15,24243.2,527.0260869565218,95,6,2025-04-07,2026-06-03,450,4,5,5,14,4,Loyal Customers
C00789,184,1,179.62,179.62,3,1,2025-12-29,2025-12-29,184,2,1,1,4,3,Hibernating
C00790,424,3,2429.52,269.94666666666666,18,5,2025-02-01,2025-05-03,515,1,2,2,5,1,Needs Attention
C00791,437,3,4574.23,571.77875,10,2,2024-02-05,2025-04-20,877,1,2,3,6,1,Needs Attention
C00792,276,1,23.68,23.68,3,1,2025-09-28,2025-09-28,276,2,1,1,4,3,Hibernating
C00793,29,2,1273.0,318.25,11,3,2025-05-19,2026-06-02,408,4,1,2,7,0,Promising
C00794,265,5,5390.93,359.3953333333333,34,6,2025-06-11,2025-10-09,385,2,3,4,9,0,Promising
C00795,12,12,4606.67,184.2668,46,6,2024-07-20,2026-06-19,711,5,5,3,13,6,Potential Loyalists
C00796,19,27,25318.36,383.61151515151516,116,6,2024-07-03,2026-06-12,728,5,5,5,15,5,Champions
C00797,133,5,9454.88,630.3253333333333,30,6,2025-02-02,2026-02-18,514,2,3,4,9,4,Loyal Customers
C00798,99,4,5235.82,523.582,20,5,2025-07-13,2026-03-24,353,3,3,4,10,4,Loyal Customers
C00799,18,10,8546.45,305.23035714285714,58,6,2024-12-25,2026-06-13,553,5,4,4,13,4,Loyal Customers
C00800,5,9,10997.17,458.21541666666667,50,6,2025-01-24,2026-06-26,523,5,4,4,13,4,Loyal Customers
C00802,108,22,11091.26,201.65927272727274,102,6,2024-07-04,2026-03-15,727,3,5,4,12,5,Champions
C00803,44,21,32586.13,708.3941304347826,96,6,2024-10-16,2026-05-18,623,4,5,5,14,5,Champions
C00804,182,2,1403.58,280.716,10,3,2025-09-04,2025-12-31,300,2,1,2,5,0,Promising
C00805,341,1,605.38,201.79333333333332,4,3,2025-07-25,2025-07-25,341,1,1,1,3,2,At Risk
C00806,106,13,9813.8,316.5741935483871,71,6,2024-06-02,2026-03-17,759,3,5,4,12,5,Champions
C00807,108,8,2895.64,160.86888888888888,32,5,2024-04-01,2026-03-15,821,3,4,3,10,6,Potential Loyalists
C00808,109,2,717.98,179.495,9,3,2026-02-08,2026-03-14,143,3,1,1,5,0,Promising
C00809,29,18,17543.75,350.875,102,6,2024-04-20,2026-06-02,802,4,5,5,14,5,Champions
C00810,348,4,6204.46,564.0418181818181,24,5,2025-02-21,2025-07-18,495,1,3,4,8,1,Needs Attention
C00812,41,11,6790.17,242.50607142857143,52,6,2024-09-26,2026-05-21,643,4,4,4,12,6,Potential Loyalists
C00813,44,2,150.32,75.16,4,2,2026-02-20,2026-05-18,131,4,1,1,6,3,Hibernating
C00814,353,6,7291.76,428.9270588235294,33,5,2024-06-26,2025-07-13,735,1,3,4,8,1,Needs Attention
C00815,10,43,66822.8,613.0532110091743,225,6,2024-02-14,2026-06-21,868,5,5,5,15,5,Champions
C00816,21,13,6914.23,203.35970588235293,58,6,2024-06-03,2026-06-10,758,5,5,4,14,6,Potential Loyalists
C00817,192,1,727.41,181.8525,10,2,2025-12-21,2025-12-21,192,2,1,1,4,0,Promising
C00818,88,4,3800.42,316.70166666666665,24,4,2025-06-07,2026-04-04,389,3,3,3,9,0,Promising
C00819,32,30,36754.32,510.4766666666667,144,6,2024-03-13,2026-05-30,840,4,5,5,14,5,Champions
C00820,7,29,28357.76,410.9820289855072,131,6,2024-03-16,2026-06-24,837,5,5,5,15,5,Champions
C00821,313,2,914.11,130.58714285714285,14,4,2025-02-06,2025-08-22,510,1,1,1,3,2,At Risk
C00822,12,6,5246.66,262.33299999999997,43,6,2024-12-26,2026-06-19,552,5,3,4,12,6,Potential Loyalists
C00823,95,3,1191.0,170.14285714285714,10,5,2025-11-11,2026-03-28,232,3,2,1,6,0,Promising
C00824,181,3,2018.4699999999998,252.30874999999997,19,4,2025-05-10,2026-01-01,417,2,2,2,6,0,Promising
C00825,39,3,3627.2200000000003,403.0244444444445,25,6,2025-09-24,2026-05-23,280,4,2,3,9,0,Promising
C00826,48,12,14380.9,449.403125,64,6,2025-09-21,2026-05-14,283,4,5,5,14,4,Loyal Customers
C00828,203,1,259.13,259.13,3,1,2025-12-10,2025-12-10,203,2,1,1,4,0,Promising
C00830,78,4,1891.3799999999999,189.13799999999998,22,6,2025-01-24,2026-04-14,523,3,3,2,8,6,Potential Loyalists
C00831,182,3,3592.2400000000002,359.22400000000005,20,4,2025-08-17,2025-12-31,318,2,2,3,7,0,Promising
C00832,70,5,7760.49,596.9607692307692,28,6,2025-05-17,2026-04-22,410,3,3,4,10,4,Loyal Customers
C00833,303,1,362.93,120.97666666666667,9,3,2025-09-01,2025-09-01,303,1,1,1,3,3,Hibernating
C00834,130,14,10742.29,370.4237931034483,51,6,2024-09-14,2026-02-21,655,3,5,4,12,5,Champions
C00835,31,4,6587.02,941.0028571428572,15,3,2025-12-09,2026-05-31,204,4,3,4,11,4,Loyal Customers
C00836,26,28,28757.84,456.4736507936508,127,6,2024-04-09,2026-06-05,813,4,5,5,14,5,Champions
C00837,185,6,1622.57,124.81307692307692,26,6,2025-07-05,2025-12-28,361,2,3,2,7,0,Promising
C00838,56,4,2091.33,160.87153846153845,29,5,2025-06-18,2026-05-06,378,4,3,2,9,0,Promising
C00839,27,4,2612.76,261.276,23,5,2024-11-25,2026-06-04,583,4,3,2,9,6,Potential Loyalists
C00840,511,3,3362.44,480.34857142857146,13,4,2024-10-10,2025-02-05,629,1,2,3,6,1,Needs Attention
C00841,111,2,3172.48,634.496,10,3,2025-06-16,2026-03-12,380,3,1,3,7,0,Promising
C00842,241,2,1091.8400000000001,155.97714285714287,13,5,2025-07-19,2025-11-02,347,2,1,1,4,0,Promising
C00843,41,1,1039.6999999999998,259.92499999999995,9,3,2026-05-21,2026-05-21,41,4,1,1,6,0,Promising
C00844,267,2,1651.17,275.195,12,5,2025-09-16,2025-10-07,288,2,1,2,5,0,Promising
C00845,184,4,4961.4,451.0363636363636,24,4,2025-02-27,2025-12-29,489,2,3,3,8,6,Potential Loyalists
C00846,523,2,1955.6699999999998,391.13399999999996,10,4,2024-02-01,2025-01-24,881,1,1,2,4,1,Needs Attention
C00847,470,1,401.77,200.885,4,2,2025-03-18,2025-03-18,470,1,1,1,3,2,At Risk
C00849,162,3,3071.85,307.185,21,5,2025-04-04,2026-01-20,453,2,2,3,7,0,Promising
C00850,542,6,1861.08,143.16,22,4,2024-01-25,2025-01-05,888,1,3,2,6,2,At Risk
C00851,151,7,6946.969999999999,463.1313333333333,33,5,2024-04-19,2026-01-31,803,2,4,4,10,6,Potential Loyalists
C00852,38,2,1382.98,276.596,8,4,2026-02-07,2026-05-24,144,4,1,2,7,0,Promising
C00853,288,3,1668.07,333.614,11,4,2025-06-20,2025-09-16,376,2,2,2,6,0,Promising
C00854,12,15,12952.24,370.064,70,6,2024-11-20,2026-06-19,588,5,5,5,15,5,Champions
C00855,35,7,8996.86,449.843,44,6,2025-02-25,2026-05-27,491,4,4,4,12,4,Loyal Customers
C00856,113,1,2242.61,747.5366666666667,8,2,2026-03-10,2026-03-10,113,3,1,2,6,0,Promising
C00857,22,3,550.09,78.58428571428571,12,4,2025-09-05,2026-06-09,299,5,2,1,8,3,Hibernating
C00858,5,9,7936.0,305.2307692307692,51,6,2025-03-02,2026-06-26,486,5,4,4,13,4,Loyal Customers
C00859,168,1,1203.76,401.25333333333333,7,2,2026-01-14,2026-01-14,168,2,1,1,4,0,Promising
C00860,116,4,3358.66,279.8883333333333,23,4,2025-05-22,2026-03-07,405,3,3,3,9,0,Promising
C00861,131,11,7478.96,241.25677419354838,67,6,2024-07-11,2026-02-20,720,3,4,4,11,6,Potential Loyalists
C00862,72,4,1401.9099999999999,127.44636363636363,19,5,2025-09-19,2026-04-20,285,3,3,2,8,0,Promising
C00863,375,2,1602.73,200.34125,16,5,2024-11-18,2025-06-21,590,1,1,2,4,2,At Risk
C00865,433,8,7058.21,320.82772727272726,46,6,2024-03-17,2025-04-24,836,1,4,4,9,1,Needs Attention
C00866,366,6,4316.76,287.784,31,5,2024-10-17,2025-06-30,622,1,3,3,7,1,Needs Attention
C00867,808,1,20.67,20.67,3,1,2024-04-14,2024-04-14,808,1,1,1,3,2,At Risk
C00868,3,10,6434.19,321.7095,39,6,2025-08-07,2026-06-28,328,5,4,4,13,4,Loyal Customers
C00869,102,1,704.51,704.51,3,1,2026-03-21,2026-03-21,102,3,1,1,5,0,Promising
C00870,142,1,2182.41,545.6025,9,3,2026-02-09,2026-02-09,142,2,1,2,5,0,Promising
C00871,263,3,2587.45,287.4944444444444,15,5,2025-06-20,2025-10-11,376,2,2,2,6,0,Promising
C00872,59,1,408.36,408.36,1,1,2026-05-03,2026-05-03,59,3,1,1,5,0,Promising
C00873,64,13,16948.22,546.7167741935484,68,6,2024-07-16,2026-04-28,715,3,5,5,13,5,Champions
C00874,12,25,32753.71,606.5501851851851,125,6,2024-08-31,2026-06-19,669,5,5,5,15,5,Champions
C00876,2,14,12265.93,306.64825,84,6,2024-09-01,2026-06-29,668,5,5,5,15,5,Champions
C00877,318,6,6838.8099999999995,402.28294117647056,31,5,2025-03-13,2025-08-17,475,1,3,4,8,1,Needs Attention
C00878,5,15,20174.78,530.9152631578947,78,6,2025-06-15,2026-06-26,381,5,5,5,15,4,Loyal Customers
C00880,512,1,1708.67,427.1675,8,2,2025-02-04,2025-02-04,512,1,1,2,4,1,Needs Attention
C00881,406,10,8585.81,296.0624137931034,59,6,2024-03-22,2025-05-21,831,1,4,4,9,1,Needs Attention
C00882,31,35,41741.52,430.3249484536082,180,6,2024-05-25,2026-05-31,767,4,5,5,14,5,Champions
C00883,328,1,537.1,268.55,5,2,2025-08-07,2025-08-07,328,1,1,1,3,0,Promising
C00886,52,3,1043.0500000000002,260.76250000000005,7,4,2025-11-19,2026-05-10,224,4,2,1,7,0,Promising
C00887,36,2,626.02,208.67333333333332,5,2,2025-06-17,2026-05-26,379,4,1,1,6,0,Promising
C00889,270,2,2000.1100000000001,285.73,12,3,2024-09-14,2025-10-04,655,2,1,2,5,1,Needs Attention
C00890,79,6,8224.07,456.8927777777778,36,6,2025-01-28,2026-04-13,519,3,3,4,10,4,Loyal Customers
C00892,64,3,1065.77,152.25285714285715,12,5,2024-07-16,2026-04-28,715,3,2,1,6,6,Potential Loyalists
C00893,6,17,21613.4,502.63720930232563,83,6,2025-07-29,2026-06-25,337,5,5,5,15,4,Loyal Customers
C00894,66,6,6965.65,464.37666666666667,34,5,2024-09-07,2026-04-26,662,3,3,4,10,6,Potential Loyalists
C00895,82,22,20771.62,370.9217857142857,107,6,2024-04-18,2026-04-10,804,3,5,5,13,5,Champions
C00896,29,2,1331.85,221.975,14,4,2025-11-22,2026-06-02,221,4,1,2,7,0,Promising
C00897,737,2,2925.33,975.11,6,3,2024-05-25,2024-06-24,767,1,1,3,5,1,Needs Attention
C00899,64,19,14102.93,320.52113636363634,89,6,2024-01-27,2026-04-28,886,3,5,5,13,5,Champions
C00900,23,33,44739.54,596.5272,141,6,2024-10-11,2026-06-08,628,4,5,5,14,5,Champions
C00901,353,1,200.14000000000001,100.07000000000001,4,2,2025-07-13,2025-07-13,353,1,1,1,3,3,Hibernating
C00902,13,7,4528.68,238.35157894736844,41,5,2025-08-17,2026-06-18,318,5,4,3,12,4,Loyal Customers
C00903,58,9,10323.38,412.93519999999995,44,6,2024-07-28,2026-05-04,703,4,4,4,12,5,Champions
C00904,581,4,5397.28,490.66181818181815,19,4,2024-02-12,2024-11-27,870,1,3,4,8,1,Needs Attention
C00905,295,3,528.18,132.045,10,3,2024-11-17,2025-09-09,591,1,2,1,4,2,At Risk
C00906,31,38,51786.11,581.866404494382,179,6,2024-02-17,2026-05-31,865,4,5,5,14,5,Champions
C00907,298,1,294.24,73.56,8,3,2025-09-06,2025-09-06,298,1,1,1,3,3,Hibernating
C00908,185,22,38476.31,610.7350793650793,125,6,2024-05-15,2025-12-28,777,2,5,5,12,5,Champions
C00909,7,15,23167.35,551.6035714285714,88,6,2025-03-29,2026-06-24,459,5,5,5,15,4,Loyal Customers
C00910,46,22,24879.57,478.45326923076925,100,6,2024-09-04,2026-05-16,665,4,5,5,14,5,Champions
C00911,98,13,9342.68,283.11151515151516,69,6,2024-03-20,2026-03-25,833,3,5,4,12,5,Champions
C00912,176,3,3343.05,303.9136363636364,20,5,2025-11-04,2026-01-06,239,2,2,3,7,0,Promising
C00914,342,2,2315.64,330.80571428571426,12,5,2025-03-31,2025-07-24,457,1,1,2,4,1,Needs Attention
C00915,40,24,38191.770000000004,615.9962903225808,127,6,2024-09-28,2026-05-22,641,4,5,5,14,5,Champions
C00917,406,4,5574.08,428.7753846153846,26,6,2024-10-03,2025-05-21,636,1,3,4,8,1,Needs Attention
C00918,130,3,707.46,101.0657142857143,15,3,2024-07-13,2026-02-21,718,3,2,1,6,6,Potential Loyalists
C00920,33,5,1099.18,109.918,19,4,2025-05-26,2026-05-29,401,4,3,1,8,6,Potential Loyalists
C00921,59,1,1809.5500000000002,603.1833333333334,7,3,2026-05-03,2026-05-03,59,3,1,2,6,0,Promising
C00923,28,2,2808.31,702.0775,9,2,2026-01-02,2026-06-03,180,4,1,3,8,0,Promising
C00924,305,1,185.09,185.09,2,1,2025-08-30,2025-08-30,305,1,1,1,3,3,Hibernating
C00925,110,3,3508.3599999999997,501.1942857142857,16,5,2025-07-30,2026-03-13,336,3,2,3,8,0,Promising
C00927,32,9,6808.17,324.1985714285714,39,5,2024-10-21,2026-05-30,618,4,4,4,12,6,Potential Loyalists
C00929,42,4,1101.6100000000001,110.16100000000002,19,5,2024-11-28,2026-05-20,580,4,3,1,8,6,Potential Loyalists
C00930,185,3,2810.3199999999997,312.25777777777773,16,5,2025-02-25,2025-12-28,491,2,2,3,7,0,Promising
C00931,10,8,8246.93,329.8772,55,6,2025-01-03,2026-06-21,544,5,4,4,13,4,Loyal Customers
C00932,14,13,23085.94,678.9982352941176,65,6,2025-05-03,2026-06-17,424,5,5,5,15,4,Loyal Customers
C00933,326,4,3404.8599999999997,425.60749999999996,17,4,2025-01-17,2025-08-09,530,1,3,3,7,1,Needs Attention
C00934,18,5,4187.43,380.67545454545456,22,3,2025-07-06,2026-06-13,360,5,3,3,11,4,Loyal Customers
C00935,456,2,1152.73,230.546,11,3,2025-02-23,2025-04-01,493,1,1,1,3,2,At Risk
C00936,419,7,7339.6,524.2571428571429,33,5,2024-05-21,2025-05-08,771,1,4,4,9,1,Needs Attention
C00937,41,17,8453.66,241.53314285714285,74,6,2024-06-30,2026-05-21,731,4,5,4,13,5,Champions
C00938,249,5,3761.01,313.4175,25,5,2024-07-30,2025-10-25,701,2,3,3,8,6,Potential Loyalists
C00939,435,1,1516.11,379.0275,6,3,2025-04-22,2025-04-22,435,1,1,2,4,1,Needs Attention
C00940,373,2,2990.29,498.38166666666666,13,5,2025-03-11,2025-06-23,477,1,1,3,5,1,Needs Attention
C00941,406,4,2883.82,320.4244444444445,16,5,2025-02-04,2025-05-21,512,1,3,3,7,1,Needs Attention
C00942,313,4,2621.52,327.69,15,5,2025-02-17,2025-08-22,499,1,3,2,6,1,Needs Attention
C00943,51,12,13484.97,434.9990322580645,63,6,2024-05-01,2026-05-11,791,4,5,5,14,5,Champions
C00944,92,3,2272.82,378.80333333333334,11,5,2024-12-02,2026-03-31,576,3,2,2,7,6,Potential Loyalists
C00945,21,6,2794.07,186.27133333333333,23,6,2025-07-02,2026-06-10,364,5,3,3,11,6,Potential Loyalists
C00946,50,2,1481.79,246.965,10,5,2025-04-22,2026-05-12,435,4,1,2,7,0,Promising
C00947,434,2,425.94,85.188,10,2,2025-02-12,2025-04-23,504,1,1,1,3,2,At Risk
C00948,462,2,702.03,117.005,13,4,2024-10-29,2025-03-26,610,1,1,1,3,2,At Risk
C00949,417,1,69.16,34.58,5,2,2025-05-10,2025-05-10,417,1,1,1,3,3,Hibernating
C00950,20,14,23328.05,598.1551282051282,74,6,2025-07-23,2026-06-11,343,5,5,5,15,4,Loyal Customers
C00951,158,7,5912.55,268.7522727272727,43,6,2024-07-02,2026-01-24,729,2,4,4,10,6,Potential Loyalists
C00952,154,13,14221.01,374.2371052631579,73,6,2024-08-15,2026-01-28,685,2,5,5,12,5,Champions
C00953,364,5,5355.17,411.93615384615384,26,6,2024-10-03,2025-07-02,636,1,3,4,8,1,Needs Attention
C00955,472,3,854.37,122.05285714285715,16,4,2024-03-19,2025-03-16,834,1,2,1,4,2,At Risk
C00956,26,14,19311.63,471.0153658536586,84,6,2024-05-10,2026-06-05,782,4,5,5,14,5,Champions
C00958,291,6,3219.51,292.6827272727273,22,5,2025-01-13,2025-09-13,534,2,3,3,8,1,Needs Attention
C00959,92,8,8266.03,375.7286363636364,47,6,2025-06-01,2026-03-31,395,3,4,4,11,4,Loyal Customers
C00961,258,1,268.65,134.325,5,2,2025-10-16,2025-10-16,258,2,1,1,4,3,Hibernating
C00962,435,3,4243.7699999999995,424.37699999999995,20,4,2025-01-23,2025-04-22,524,1,2,3,6,1,Needs Attention
C00963,2,18,16665.76,396.8038095238095,88,6,2024-06-08,2026-06-29,753,5,5,5,15,5,Champions
C00964,172,4,2725.23,227.1025,23,4,2025-09-23,2026-01-10,281,2,3,3,8,0,Promising
C00965,69,9,15806.689999999999,718.485909090909,47,6,2025-07-22,2026-04-23,344,3,4,5,12,4,Loyal Customers
C00966,235,5,3199.4700000000003,213.29800000000003,29,5,2025-05-14,2025-11-08,413,2,3,3,8,6,Potential Loyalists
C00967,61,8,8255.07,393.0985714285714,37,6,2025-03-08,2026-05-01,480,3,4,4,11,4,Loyal Customers
C00968,26,7,9169.06,436.6219047619047,38,6,2025-10-11,2026-06-05,263,4,4,4,12,4,Loyal Customers
C00971,61,2,2136.1,427.21999999999997,11,3,2025-05-30,2026-05-01,397,3,1,2,6,0,Promising
C00972,19,28,45952.48,647.2180281690141,143,6,2024-04-24,2026-06-12,798,5,5,5,15,5,Champions
C00973,320,1,583.8399999999999,145.95999999999998,7,4,2025-08-15,2025-08-15,320,1,1,1,3,3,Hibernating
C00974,44,13,23497.06,691.09,70,6,2025-04-29,2026-05-18,428,4,5,5,14,4,Loyal Customers
C00975,1,5,3497.32,269.0246153846154,31,3,2025-08-10,2026-06-30,325,5,3,3,11,0,Promising
C00976,44,10,8077.76,323.1104,50,6,2025-04-04,2026-05-18,453,4,4,4,12,4,Loyal Customers
C00978,159,9,6063.67,252.65291666666667,48,6,2024-05-10,2026-01-23,782,2,4,4,10,6,Potential Loyalists
