order_id,customer_id,product_id,category,order_date,quantity,unit_price,revenue
O0002340,C00415,P0030,Beauty,2026-04-26,3,49.77,149.32
O0002340,C00415,P0048,Apparel,2026-04-26,1,11.73,11.73
O0002340,C00415,P0019,Apparel,2026-04-26,1,79.9,79.9
O0002340,C00415,P0007,Electronics,2026-04-26,3,670.13,2010.39
O0002341,C00416,P0053,Grocery,2024-12-03,1,15.99,15.99
O0002341,C00416,P0017,Apparel,2024-12-03,2,98.05,196.1
O0002342,C00418,P0032,Grocery,2024-05-16,1,21.96,21.96
O0002343,C00418,P0018,Sports,2024-05-28,2,192.51,385.03
O0002344,C00418,P0010,Home & Kitchen,2024-10-22,1,154.88,154.88
O0002345,C00418,P0011,Grocery,2024-11-22,1,21.16,21.16
O0002345,C00418,P0013,Sports,2024-11-22,2,77.29,154.57
O0002346,C00418,P0030,Beauty,2024-12-09,3,47.51,142.53
O0002346,C00418,P0002,Grocery,2024-12-09,3,33.86,101.59
O0002346,C00418,P0046,Electronics,2024-12-09,1,237.07,237.07
O0002347,C00418,P0021,Sports,2025-04-30,3,170.89,512.66
O0002347,C00418,P0044,Electronics,2025-04-30,3,365.57,1096.72
O0002348,C00418,P0024,Electronics,2025-05-18,2,287.03,574.07
O0002348,C00418,P0053,Grocery,2025-05-18,1,19.43,19.43
O0002348,C00418,P0043,Sports,2025-05-18,3,21.13,63.38
O0002348,C00418,P0019,Apparel,2025-05-18,3,72.58,217.73
O0002349,C00418,P0003,Home & Kitchen,2025-07-04,1,61.28,61.28
O0002349,C00418,P0045,Home & Kitchen,2025-07-04,3,98.34,295.02
O0002349,C00418,P0013,Sports,2025-07-04,3,71.69,215.07
O0002350,C00418,P0006,Electronics,2025-10-18,2,760.53,1521.05
O0002350,C00418,P0011,Grocery,2025-10-18,1,22.22,22.22
O0002351,C00418,P0016,Apparel,2025-10-23,1,10.97,10.97
O0002351,C00418,P0032,Grocery,2025-10-23,3,25.3,75.89
O0002352,C00418,P0022,Beauty,2026-01-18,3,7.39,22.18
O0002353,C00418,P0039,Grocery,2026-02-17,1,21.23,21.23
O0002353,C00418,P0010,Home & Kitchen,2026-02-17,2,146.23,292.46
O0002353,C00418,P0055,Beauty,2026-02-17,1,45.11,45.11
O0002353,C00418,P0033,Electronics,2026-02-17,1,588.07,588.07
O0002354,C00418,P0058,Beauty,2026-02-27,2,64.04,128.08
O0002354,C00418,P0026,Electronics,2026-02-27,1,90.91,90.91
O0002354,C00418,P0010,Home & Kitchen,2026-02-27,2,153.61,307.21
O0002354,C00418,P0022,Beauty,2026-02-27,3,7.7,23.11
O0002355,C00418,P0045,Home & Kitchen,2026-06-08,2,91.98,183.95
O0002356,C00419,P0042,Home & Kitchen,2024-09-03,3,198.42,595.26
O0002356,C00419,P0055,Beauty,2024-09-03,3,51.41,154.24
O0002357,C00419,P0057,Sports,2024-11-29,3,49.38,148.14
O0002357,C00419,P0057,Sports,2024-11-29,3,54.4,163.2
O0002357,C00419,P0037,Sports,2024-11-29,2,128.56,257.12
O0002357,C00419,P0031,Sports,2024-11-29,2,15.78,31.55
O0002358,C00419,P0021,Sports,2025-03-31,1,181.31,181.31
O0002358,C00419,P0020,Beauty,2025-03-31,3,62.49,187.48
O0002358,C00419,P0045,Home & Kitchen,2025-03-31,3,103.2,309.59
O0002359,C00419,P0007,Electronics,2025-06-07,3,779.61,2338.83
O0002360,C00419,P0030,Beauty,2025-06-18,3,55.13,165.4
O0002360,C00419,P0059,Electronics,2025-06-18,1,715.35,715.35
O0002360,C00419,P0040,Grocery,2025-06-18,2,33.42,66.85
O0002361,C00420,P0025,Electronics,2025-06-18,2,693.95,1387.89
O0002361,C00420,P0038,Apparel,2025-06-18,1,24.4,24.4
O0002361,C00420,P0060,Apparel,2025-06-18,1,138.64,138.64
O0002362,C00420,P0019,Apparel,2025-07-22,3,99.35,298.05
O0002362,C00420,P0034,Grocery,2025-07-22,1,14.37,14.37
O0002363,C00420,P0012,Electronics,2025-08-14,3,275.86,827.57
O0002364,C00420,P0044,Electronics,2025-08-17,1,512.49,512.49
O0002365,C00420,P0045,Home & Kitchen,2025-11-09,2,119.14,238.27
O0002365,C00420,P0027,Sports,2025-11-09,1,57.7,57.7
O0002366,C00420,P0015,Apparel,2026-01-19,3,110.33,331.0
O0002366,C00420,P0019,Apparel,2026-01-19,3,104.0,312.01
O0002367,C00420,P0003,Home & Kitchen,2026-01-21,2,69.31,138.62
O0002367,C00420,P0030,Beauty,2026-01-21,2,64.37,128.73
O0002368,C00420,P0010,Home & Kitchen,2026-02-25,2,180.53,361.06
O0002369,C00420,P0060,Apparel,2026-03-27,2,133.84,267.69
O0002369,C00420,P0016,Apparel,2026-03-27,3,13.48,40.43
O0002369,C00420,P0044,Electronics,2026-03-27,1,493.58,493.58
O0002369,C00420,P0027,Sports,2026-03-27,1,52.26,52.26
O0002370,C00421,P0027,Sports,2024-10-15,1,71.21,71.21
O0002370,C00421,P0044,Electronics,2024-10-15,1,657.47,657.47
O0002370,C00421,P0058,Beauty,2024-10-15,2,111.03,222.05
O0002371,C00421,P0053,Grocery,2024-11-15,3,32.47,97.41
O0002371,C00421,P0060,Apparel,2024-11-15,1,159.96,159.96
O0002371,C00421,P0045,Home & Kitchen,2024-11-15,1,185.46,185.46
O0002371,C00421,P0019,Apparel,2024-11-15,3,134.9,404.7
O0002372,C00421,P0026,Electronics,2024-12-17,1,177.81,177.81
O0002372,C00421,P0009,Apparel,2024-12-17,3,157.46,472.39
O0002373,C00421,P0014,Apparel,2025-02-17,3,26.72,80.17
O0002374,C00421,P0033,Electronics,2025-03-07,3,1125.35,3376.05
O0002374,C00421,P0008,Electronics,2025-03-07,2,1180.65,2361.3
O0002374,C00421,P0034,Grocery,2025-03-07,1,18.3,18.3
O0002375,C00421,P0037,Sports,2025-03-10,1,206.89,206.89
O0002375,C00421,P0046,Electronics,2025-03-10,3,462.1,1386.29
O0002375,C00421,P0040,Grocery,2025-03-10,1,58.79,58.79
O0002376,C00421,P0032,Grocery,2025-04-11,1,45.57,45.57
O0002376,C00421,P0018,Sports,2025-04-11,1,345.62,345.62
O0002376,C00421,P0036,Electronics,2025-04-11,2,891.23,1782.46
O0002377,C00421,P0028,Sports,2025-04-17,2,441.14,882.29
O0002377,C00421,P0055,Beauty,2025-04-17,2,77.92,155.84
O0002377,C00421,P0026,Electronics,2025-04-17,3,176.73,530.18
O0002378,C00421,P0029,Home & Kitchen,2025-04-21,1,57.45,57.45
O0002379,C00421,P0052,Sports,2025-06-28,3,420.58,1261.75
O0002380,C00421,P0013,Sports,2025-08-22,2,126.43,252.85
O0002380,C00421,P0025,Electronics,2025-08-22,1,953.5,953.5
O0002380,C00421,P0039,Grocery,2025-08-22,2,34.4,68.8
O0002381,C00421,P0036,Electronics,2025-08-24,1,926.16,926.16
O0002382,C00421,P0009,Apparel,2025-10-15,1,135.69,135.69
O0002383,C00421,P0018,Sports,2025-10-23,2,361.92,723.85
O0002383,C00421,P0017,Apparel,2025-10-23,2,186.36,372.72
O0002384,C00421,P0033,Electronics,2025-10-26,3,1036.05,3108.15
O0002384,C00421,P0005,Home & Kitchen,2025-10-26,1,97.39,97.39
O0002385,C00421,P0013,Sports,2025-11-27,3,130.76,392.27
O0002385,C00421,P0029,Home & Kitchen,2025-11-27,3,55.37,166.1
O0002385,C00421,P0011,Grocery,2025-11-27,2,45.75,91.51
O0002386,C00421,P0002,Grocery,2025-12-22,1,59.0,59.0
O0002386,C00421,P0029,Home & Kitchen,2025-12-22,1,58.22,58.22
O0002387,C00421,P0047,Sports,2026-01-11,2,490.86,981.71
O0002387,C00421,P0004,Home & Kitchen,2026-01-11,1,29.43,29.43
O0002387,C00421,P0040,Grocery,2026-01-11,3,56.64,169.92
O0002387,C00421,P0034,Grocery,2026-01-11,1,20.11,20.11
O0002388,C00421,P0011,Grocery,2026-02-05,3,42.06,126.19
O0002389,C00421,P0031,Sports,2026-02-23,3,23.37,70.1
O0002389,C00421,P0002,Grocery,2026-02-23,1,63.81,63.81
O0002389,C00421,P0025,Electronics,2026-02-23,1,852.6,852.6
O0002390,C00421,P0021,Sports,2026-03-16,2,336.02,672.05
O0002391,C00421,P0001,Home & Kitchen,2026-04-06,3,76.67,230.02
O0002391,C00421,P0057,Sports,2026-04-06,1,89.16,89.16
O0002391,C00421,P0040,Grocery,2026-04-06,1,57.29,57.29
O0002391,C00421,P0028,Sports,2026-04-06,2,513.11,1026.22
O0002392,C00421,P0001,Home & Kitchen,2026-05-20,1,89.83,89.83
O0002392,C00421,P0047,Sports,2026-05-20,1,481.9,481.9
O0002392,C00421,P0047,Sports,2026-05-20,2,501.65,1003.3
O0002393,C00421,P0030,Beauty,2026-05-25,3,85.71,257.13
O0002393,C00421,P0030,Beauty,2026-05-25,2,89.73,179.46
O0002393,C00421,P0024,Electronics,2026-05-25,3,513.9,1541.71
O0002393,C00421,P0035,Apparel,2026-05-25,1,142.75,142.75
O0002394,C00422,P0019,Apparel,2024-04-26,1,80.01,80.01
O0002394,C00422,P0007,Electronics,2024-04-26,1,764.97,764.97
O0002394,C00422,P0027,Sports,2024-04-26,1,40.08,40.08
O0002395,C00422,P0039,Grocery,2024-05-06,3,21.78,65.33
O0002396,C00422,P0032,Grocery,2024-05-23,1,21.59,21.59
O0002396,C00422,P0038,Apparel,2024-05-23,1,18.87,18.87
O0002397,C00422,P0046,Electronics,2024-07-22,2,251.33,502.66
O0002397,C00422,P0025,Electronics,2024-07-22,1,533.79,533.79
O0002398,C00422,P0060,Apparel,2024-08-13,2,101.33,202.66
O0002398,C00422,P0029,Home & Kitchen,2024-08-13,1,30.45,30.45
O0002398,C00422,P0011,Grocery,2024-08-13,3,21.73,65.18
O0002398,C00422,P0025,Electronics,2024-08-13,1,526.45,526.45
O0002399,C00422,P0023,Beauty,2024-08-22,2,66.97,133.95
O0002399,C00422,P0052,Sports,2024-08-22,1,261.31,261.31
O0002399,C00422,P0028,Sports,2024-08-22,2,259.04,518.09
O0002399,C00422,P0050,Home & Kitchen,2024-08-22,1,111.09,111.09
O0002400,C00422,P0002,Grocery,2024-12-27,3,32.3,96.91
O0002400,C00422,P0053,Grocery,2024-12-27,2,17.23,34.47
O0002400,C00422,P0001,Home & Kitchen,2024-12-27,3,46.27,138.82
O0002401,C00422,P0001,Home & Kitchen,2025-05-19,2,43.67,87.35
O0002401,C00422,P0006,Electronics,2025-05-19,1,708.98,708.98
O0002401,C00422,P0026,Electronics,2025-05-19,2,101.91,203.82
O0002402,C00422,P0001,Home & Kitchen,2025-06-02,2,48.12,96.25
O0002403,C00422,P0042,Home & Kitchen,2025-06-18,1,203.5,203.5
O0002403,C00422,P0035,Apparel,2025-06-18,3,70.65,211.94
O0002404,C00422,P0014,Apparel,2025-10-17,2,15.2,30.41
O0002405,C00422,P0045,Home & Kitchen,2026-01-12,2,97.63,195.26
O0002405,C00422,P0058,Beauty,2026-01-12,3,63.44,190.33
O0002405,C00422,P0057,Sports,2026-01-12,3,50.38,151.14
O0002405,C00422,P0003,Home & Kitchen,2026-01-12,2,54.12,108.25
O0002406,C00422,P0058,Beauty,2026-05-03,3,62.61,187.83
O0002406,C00422,P0038,Apparel,2026-05-03,2,18.32,36.64
O0002407,C00423,P0032,Grocery,2024-12-05,2,33.71,67.41
O0002407,C00423,P0026,Electronics,2024-12-05,1,123.67,123.67
O0002407,C00423,P0029,Home & Kitchen,2024-12-05,3,38.09,114.27
O0002407,C00423,P0025,Electronics,2024-12-05,2,693.19,1386.37
O0002408,C00423,P0007,Electronics,2024-12-19,1,1035.68,1035.68
O0002408,C00423,P0008,Electronics,2024-12-19,3,938.65,2815.94
O0002409,C00423,P0042,Home & Kitchen,2025-02-28,1,265.68,265.68
O0002409,C00423,P0031,Sports,2025-02-28,2,19.4,38.81
O0002410,C00423,P0024,Electronics,2025-03-22,1,401.63,401.63
O0002410,C00423,P0007,Electronics,2025-03-22,3,859.15,2577.46
O0002410,C00423,P0029,Home & Kitchen,2025-03-22,1,42.82,42.82
O0002411,C00423,P0025,Electronics,2025-04-03,1,760.38,760.38
O0002412,C00423,P0036,Electronics,2025-05-28,2,771.13,1542.25
O0002412,C00423,P0026,Electronics,2025-05-28,1,135.64,135.64
O0002413,C00423,P0005,Home & Kitchen,2025-06-02,2,82.54,165.07
O0002414,C00423,P0057,Sports,2025-06-03,1,63.43,63.43
O0002414,C00423,P0037,Sports,2025-06-03,1,140.98,140.98
O0002414,C00423,P0048,Apparel,2025-06-03,2,16.09,32.19
O0002414,C00423,P0047,Sports,2025-06-03,1,351.86,351.86
O0002415,C00423,P0053,Grocery,2025-07-13,2,25.99,51.98
O0002416,C00423,P0011,Grocery,2025-08-01,3,32.67,98.02
O0002416,C00423,P0045,Home & Kitchen,2025-08-01,2,115.36,230.72
O0002416,C00423,P0043,Sports,2025-08-01,1,28.0,28.0
O0002417,C00423,P0018,Sports,2025-08-08,2,279.78,559.56
O0002417,C00423,P0021,Sports,2025-08-08,3,226.67,680.0
O0002418,C00423,P0021,Sports,2025-10-29,1,235.81,235.81
O0002419,C00423,P0044,Electronics,2025-12-26,3,580.77,1742.32
O0002419,C00423,P0005,Home & Kitchen,2025-12-26,2,72.73,145.46
O0002419,C00423,P0038,Apparel,2025-12-26,2,21.85,43.7
O0002419,C00423,P0010,Home & Kitchen,2025-12-26,2,199.07,398.13
O0002420,C00423,P0014,Apparel,2026-01-18,1,19.23,19.23
O0002421,C00423,P0022,Beauty,2026-02-05,3,11.2,33.6
O0002421,C00423,P0027,Sports,2026-02-05,2,54.96,109.93
O0002421,C00423,P0050,Home & Kitchen,2026-02-05,3,164.43,493.28
O0002421,C00423,P0036,Electronics,2026-02-05,2,740.9,1481.81
O0002422,C00423,P0027,Sports,2026-03-22,2,50.77,101.55
O0002422,C00423,P0007,Electronics,2026-03-22,3,904.36,2713.09
O0002422,C00423,P0002,Grocery,2026-03-22,2,45.48,90.97
O0002422,C00423,P0021,Sports,2026-03-22,3,236.92,710.76
O0002423,C00423,P0012,Electronics,2026-06-19,2,266.39,532.79
O0002423,C00423,P0005,Home & Kitchen,2026-06-19,2,72.03,144.05
O0002423,C00423,P0032,Grocery,2026-06-19,2,32.37,64.74
O0002424,C00424,P0030,Beauty,2025-03-08,3,55.42,166.27
O0002424,C00424,P0036,Electronics,2025-03-08,1,550.9,550.9
O0002424,C00424,P0035,Apparel,2025-03-08,3,87.48,262.43
O0002424,C00424,P0011,Grocery,2025-03-08,3,26.48,79.44
O0002425,C00424,P0045,Home & Kitchen,2025-05-26,1,104.0,104.0
O0002425,C00424,P0008,Electronics,2025-05-26,1,673.58,673.58
O0002426,C00424,P0019,Apparel,2025-09-02,1,77.77,77.77
O0002426,C00424,P0046,Electronics,2025-09-02,1,283.44,283.44
O0002426,C00424,P0010,Home & Kitchen,2025-09-02,3,172.7,518.11
O0002426,C00424,P0034,Grocery,2025-09-02,1,11.58,11.58
O0002427,C00424,P0041,Beauty,2025-09-18,1,54.86,54.86
O0002427,C00424,P0033,Electronics,2025-09-18,1,713.99,713.99
O0002428,C00424,P0051,Electronics,2025-09-26,3,149.18,447.53
O0002428,C00424,P0057,Sports,2025-09-26,2,51.65,103.31
O0002429,C00424,P0045,Home & Kitchen,2025-10-25,1,107.36,107.36
O0002429,C00424,P0039,Grocery,2025-10-25,1,24.23,24.23
O0002429,C00424,P0045,Home & Kitchen,2025-10-25,3,115.38,346.13
O0002429,C00424,P0021,Sports,2025-10-25,1,209.24,209.24
O0002430,C00425,P0033,Electronics,2024-07-20,1,647.26,647.26
O0002430,C00425,P0031,Sports,2024-07-20,3,12.94,38.83
O0002431,C00425,P0036,Electronics,2025-10-29,2,471.54,943.09
O0002431,C00425,P0056,Grocery,2025-10-29,1,22.36,22.36
O0002431,C00425,P0003,Home & Kitchen,2025-10-29,1,52.62,52.62
O0002431,C00425,P0013,Sports,2025-10-29,3,70.93,212.8
O0002432,C00425,P0024,Electronics,2026-05-17,2,292.69,585.39
O0002432,C00425,P0018,Sports,2026-05-17,1,200.79,200.79
O0002432,C00425,P0049,Beauty,2026-05-17,3,17.85,53.55
O0002433,C00426,P0016,Apparel,2024-06-02,2,9.23,18.46
O0002433,C00426,P0012,Electronics,2024-06-02,1,159.22,159.22
O0002433,C00426,P0038,Apparel,2024-06-02,2,17.25,34.5
O0002433,C00426,P0039,Grocery,2024-06-02,2,18.97,37.94
O0002434,C00426,P0018,Sports,2024-07-08,2,176.61,353.21
O0002435,C00427,P0043,Sports,2024-08-14,3,20.41,61.23
O0002436,C00427,P0004,Home & Kitchen,2024-08-19,2,18.09,36.17
O0002436,C00427,P0004,Home & Kitchen,2024-08-19,2,15.73,31.45
O0002436,C00427,P0058,Beauty,2024-08-19,2,58.21,116.41
O0002437,C00427,P0042,Home & Kitchen,2024-09-30,1,180.35,180.35
O0002437,C00427,P0037,Sports,2024-09-30,3,102.77,308.3
O0002437,C00427,P0028,Sports,2024-09-30,1,240.49,240.49
O0002437,C00427,P0042,Home & Kitchen,2024-09-30,2,179.49,358.99
O0002438,C00427,P0027,Sports,2025-01-22,3,41.52,124.55
O0002438,C00427,P0020,Beauty,2025-01-22,3,66.6,199.79
O0002438,C00427,P0033,Electronics,2025-01-22,1,600.44,600.44
O0002438,C00427,P0041,Beauty,2025-01-22,1,47.12,47.12
O0002439,C00427,P0058,Beauty,2025-03-04,1,55.63,55.63
O0002439,C00427,P0059,Electronics,2025-03-04,1,681.34,681.34
O0002439,C00427,P0060,Apparel,2025-03-04,2,100.74,201.49
O0002440,C00427,P0044,Electronics,2025-03-11,3,360.81,1082.42
O0002440,C00427,P0056,Grocery,2025-03-11,2,22.35,44.69
O0002440,C00427,P0025,Electronics,2025-03-11,3,477.0,1431.0
O0002441,C00427,P0029,Home & Kitchen,2025-04-14,3,31.76,95.27
O0002441,C00427,P0018,Sports,2025-04-14,1,214.67,214.67
O0002441,C00427,P0028,Sports,2025-04-14,2,240.21,480.42
O0002441,C00427,P0035,Apparel,2025-04-14,1,77.47,77.47
O0002442,C00427,P0044,Electronics,2025-04-25,2,362.33,724.65
O0002442,C00427,P0040,Grocery,2025-04-25,1,34.26,34.26
O0002442,C00427,P0029,Home & Kitchen,2025-04-25,2,29.43,58.86
O0002443,C00427,P0018,Sports,2025-08-15,3,182.03,546.09
O0002444,C00427,P0037,Sports,2025-10-11,3,118.22,354.66
O0002445,C00427,P0008,Electronics,2025-11-16,2,642.03,1284.06
O0002445,C00427,P0037,Sports,2025-11-16,2,105.52,211.03
O0002446,C00427,P0046,Electronics,2025-12-06,1,278.02,278.02
O0002446,C00427,P0002,Grocery,2025-12-06,1,34.89,34.89
O0002446,C00427,P0058,Beauty,2025-12-06,1,62.56,62.56
O0002446,C00427,P0034,Grocery,2025-12-06,1,10.71,10.71
O0002447,C00428,P0055,Beauty,2024-04-25,3,58.09,174.26
O0002447,C00428,P0019,Apparel,2024-04-25,1,96.47,96.47
O0002448,C00428,P0030,Beauty,2024-06-24,1,70.65,70.65
O0002448,C00428,P0026,Electronics,2024-06-24,3,131.31,393.93
O0002448,C00428,P0056,Grocery,2024-06-24,1,31.6,31.6
O0002449,C00428,P0029,Home & Kitchen,2024-07-19,3,43.23,129.7
O0002449,C00428,P0038,Apparel,2024-07-19,2,21.98,43.95
O0002450,C00428,P0003,Home & Kitchen,2024-08-09,3,73.25,219.75
O0002450,C00428,P0026,Electronics,2024-08-09,1,131.15,131.15
O0002450,C00428,P0044,Electronics,2024-08-09,2,520.46,1040.92
O0002450,C00428,P0008,Electronics,2024-08-09,1,874.37,874.37
O0002451,C00428,P0017,Apparel,2025-02-03,3,131.33,394.0
O0002452,C00428,P0032,Grocery,2025-06-14,1,31.09,31.09
O0002453,C00428,P0055,Beauty,2025-12-18,1,61.92,61.92
O0002453,C00428,P0038,Apparel,2025-12-18,2,22.02,44.04
O0002453,C00428,P0048,Apparel,2025-12-18,2,17.03,34.07
O0002453,C00428,P0057,Sports,2025-12-18,1,69.69,69.69
O0002454,C00428,P0031,Sports,2026-01-01,2,19.54,39.07
O0002454,C00428,P0020,Beauty,2026-01-01,2,74.82,149.65
O0002454,C00428,P0008,Electronics,2026-01-01,1,801.21,801.21
O0002455,C00428,P0035,Apparel,2026-01-02,2,105.76,211.52
O0002455,C00428,P0022,Beauty,2026-01-02,3,11.27,33.8
O0002455,C00428,P0001,Home & Kitchen,2026-01-02,1,59.79,59.79
O0002455,C00428,P0053,Grocery,2026-01-02,3,23.17,69.5
O0002456,C00428,P0003,Home & Kitchen,2026-04-19,3,77.86,233.59
O0002457,C00429,P0013,Sports,2024-11-10,3,82.8,248.39
O0002457,C00429,P0004,Home & Kitchen,2024-11-10,3,19.33,57.99
O0002457,C00429,P0037,Sports,2024-11-10,3,134.44,403.31
O0002458,C00429,P0046,Electronics,2025-01-21,2,278.72,557.44
O0002459,C00429,P0008,Electronics,2025-05-19,1,712.38,712.38
O0002459,C00429,P0053,Grocery,2025-05-19,2,18.75,37.5
O0002459,C00429,P0031,Sports,2025-05-19,1,15.06,15.06
O0002460,C00430,P0057,Sports,2024-11-09,1,59.45,59.45
O0002460,C00430,P0002,Grocery,2024-11-09,1,42.1,42.1
O0002460,C00430,P0040,Grocery,2024-11-09,3,41.11,123.33
O0002460,C00430,P0060,Apparel,2024-11-09,3,126.17,378.51
O0002461,C00430,P0040,Grocery,2025-01-21,3,41.83,125.5
O0002461,C00430,P0037,Sports,2025-01-21,1,143.39,143.39
O0002461,C00430,P0001,Home & Kitchen,2025-01-21,3,61.96,185.87
O0002462,C00430,P0012,Electronics,2025-03-19,2,287.85,575.71
O0002462,C00430,P0036,Electronics,2025-03-19,2,659.81,1319.62
O0002462,C00430,P0058,Beauty,2025-03-19,2,83.66,167.32
O0002463,C00430,P0046,Electronics,2025-04-18,3,344.93,1034.8
O0002463,C00430,P0057,Sports,2025-04-18,1,61.33,61.33
O0002464,C00430,P0009,Apparel,2025-09-19,1,110.41,110.41
O0002465,C00430,P0028,Sports,2026-01-28,1,324.41,324.41
O0002465,C00430,P0016,Apparel,2026-01-28,1,15.38,15.38
O0002465,C00430,P0019,Apparel,2026-01-28,3,106.22,318.66
O0002465,C00430,P0039,Grocery,2026-01-28,3,29.07,87.21
O0002466,C00430,P0034,Grocery,2026-01-29,3,14.89,44.66
O0002467,C00430,P0058,Beauty,2026-02-15,3,87.13,261.38
O0002467,C00430,P0026,Electronics,2026-02-15,2,112.75,225.5
O0002467,C00430,P0054,Apparel,2026-02-15,3,37.69,113.06
O0002467,C00430,P0005,Home & Kitchen,2026-02-15,2,78.69,157.38
O0002468,C00430,P0023,Beauty,2026-02-20,2,84.11,168.21
O0002468,C00430,P0028,Sports,2026-02-20,3,321.16,963.47
O0002469,C00430,P0055,Beauty,2026-03-10,3,56.22,168.65
O0002469,C00430,P0028,Sports,2026-03-10,2,348.35,696.7
O0002470,C00430,P0016,Apparel,2026-03-15,3,12.97,38.9
O0002470,C00430,P0053,Grocery,2026-03-15,1,22.54,22.54
O0002470,C00430,P0059,Electronics,2026-03-15,1,933.78,933.78
O0002470,C00430,P0024,Electronics,2026-03-15,2,433.18,866.37
O0002471,C00430,P0029,Home & Kitchen,2026-04-05,1,41.99,41.99
O0002471,C00430,P0041,Beauty,2026-04-05,3,59.74,179.21
O0002471,C00430,P0031,Sports,2026-04-05,2,17.94,35.88
O0002472,C00430,P0052,Sports,2026-04-11,3,326.53,979.59
O0002472,C00430,P0007,Electronics,2026-04-11,3,1040.64,3121.91
O0002472,C00430,P0009,Apparel,2026-04-11,2,113.35,226.7
O0002473,C00430,P0028,Sports,2026-05-29,1,352.41,352.41
O0002473,C00430,P0013,Sports,2026-05-29,3,90.68,272.05
O0002473,C00430,P0054,Apparel,2026-05-29,2,36.33,72.65
O0002473,C00430,P0060,Apparel,2026-05-29,2,131.5,262.99
O0002474,C00430,P0035,Apparel,2026-06-05,3,114.33,342.98
O0002474,C00430,P0002,Grocery,2026-06-05,3,46.18,138.53
O0002474,C00430,P0016,Apparel,2026-06-05,2,14.93,29.86
O0002474,C00430,P0052,Sports,2026-06-05,3,318.53,955.6
O0002475,C00430,P0016,Apparel,2026-06-13,2,15.1,30.21
O0002476,C00431,P0039,Grocery,2024-10-30,2,18.82,37.63
O0002476,C00431,P0043,Sports,2024-10-30,3,21.89,65.68
O0002476,C00431,P0049,Beauty,2024-10-30,3,22.03,66.1
O0002476,C00431,P0027,Sports,2024-10-30,1,42.85,42.85
O0002477,C00431,P0034,Grocery,2024-11-17,1,11.92,11.92
O0002477,C00431,P0051,Electronics,2024-11-17,3,147.56,442.68
O0002477,C00431,P0002,Grocery,2024-11-17,3,36.09,108.26
O0002477,C00431,P0042,Home & Kitchen,2024-11-17,2,180.0,360.01
O0002478,C00431,P0044,Electronics,2026-04-05,1,365.49,365.49
O0002479,C00432,P0011,Grocery,2024-09-19,1,20.27,20.27
O0002480,C00432,P0005,Home & Kitchen,2026-03-01,3,51.32,153.95
O0002481,C00433,P0015,Apparel,2024-09-01,3,81.59,244.77
O0002482,C00433,P0019,Apparel,2024-09-04,1,69.03,69.03
O0002483,C00433,P0030,Beauty,2025-03-15,1,46.87,46.87
O0002483,C00433,P0047,Sports,2025-03-15,3,270.93,812.8
O0002484,C00433,P0031,Sports,2025-08-20,1,12.97,12.97
O0002484,C00433,P0013,Sports,2025-08-20,3,75.0,224.99
O0002484,C00433,P0011,Grocery,2025-08-20,3,21.17,63.51
O0002485,C00433,P0018,Sports,2025-09-09,3,189.69,569.06
O0002485,C00433,P0009,Apparel,2025-09-09,3,83.23,249.7
O0002485,C00433,P0021,Sports,2025-09-09,2,164.96,329.91
O0002485,C00433,P0051,Electronics,2025-09-09,2,128.4,256.8
O0002486,C00433,P0055,Beauty,2025-12-02,1,44.64,44.64
O0002486,C00433,P0031,Sports,2025-12-02,2,14.31,28.61
O0002487,C00433,P0021,Sports,2026-02-09,2,185.43,370.86
O0002487,C00433,P0036,Electronics,2026-02-09,3,584.15,1752.45
O0002487,C00433,P0038,Apparel,2026-02-09,1,19.29,19.29
O0002487,C00433,P0012,Electronics,2026-02-09,2,214.56,429.12
O0002488,C00433,P0027,Sports,2026-05-12,3,42.84,128.51
O0002488,C00433,P0060,Apparel,2026-05-12,2,106.1,212.2
O0002488,C00433,P0027,Sports,2026-05-12,1,45.81,45.81
O0002488,C00433,P0004,Home & Kitchen,2026-05-12,2,16.1,32.19
O0002489,C00434,P0001,Home & Kitchen,2025-01-11,1,46.1,46.1
O0002490,C00434,P0050,Home & Kitchen,2026-01-03,1,106.62,106.62
O0002490,C00434,P0012,Electronics,2026-01-03,2,176.51,353.02
O0002490,C00434,P0027,Sports,2026-01-03,2,36.78,73.56
O0002491,C00435,P0007,Electronics,2026-01-20,2,734.15,1468.29
O0002491,C00435,P0034,Grocery,2026-01-20,2,9.81,19.61
O0002492,C00435,P0015,Apparel,2026-02-05,2,80.87,161.75
O0002492,C00435,P0054,Apparel,2026-02-05,1,26.83,26.83
O0002492,C00435,P0033,Electronics,2026-02-05,1,547.3,547.3
O0002492,C00435,P0001,Home & Kitchen,2026-02-05,3,44.35,133.04
O0002493,C00437,P0023,Beauty,2025-04-03,3,98.73,296.2
O0002494,C00437,P0023,Beauty,2025-06-03,3,88.05,264.14
O0002494,C00437,P0048,Apparel,2025-06-03,3,15.88,47.64
O0002495,C00437,P0056,Grocery,2025-07-17,2,32.39,64.79
O0002495,C00437,P0005,Home & Kitchen,2025-07-17,2,69.8,139.6
O0002496,C00437,P0040,Grocery,2025-09-12,1,41.56,41.56
O0002496,C00437,P0044,Electronics,2025-09-12,1,562.55,562.55
O0002496,C00437,P0035,Apparel,2025-09-12,1,108.8,108.8
O0002496,C00437,P0002,Grocery,2025-09-12,1,46.74,46.74
