customer_id,churn_probability,risk_tier
C01324,0.24895068,Low
C01325,0.095939636,Low
C01326,0.95248413,High
C01327,0.3640783,Medium
C01328,0.645244,High
C01329,0.6680297,High
C01330,0.4860659,Medium
C01331,0.56368196,Medium
C01332,0.04529187,Low
C01334,0.96030444,High
C01335,0.08017713,Low
C01336,0.8127743,High
C01337,0.25579992,Low
C01338,0.07689689,Low
C01339,0.07715796,Low
C01340,0.2872609,Low
C01342,0.6570593,High
C01343,0.93300813,High
C01344,0.01706763,Low
C01345,0.70407474,High
C01346,0.8958259,High
C01347,0.26726824,Low
C01348,0.66512495,High
C01349,0.05393979,Low
C01350,0.80593807,High
C01351,0.8195275,High
C01354,0.96063316,High
C01355,0.657061,High
C01356,0.8342118,High
C01357,0.6704948,High
C01358,0.3326833,Medium
C01359,0.80048764,High
C01361,0.56738156,Medium
C01362,0.9500392,High
C01363,0.9752305,High
C01364,0.37097433,Medium
C01365,0.16043083,Low
C01366,0.7112058,High
C01367,0.9241988,High
C01368,0.023707025,Low
C01369,0.794187,High
C01370,0.8762086,High
C01371,0.11354168,Low
C01372,0.06646127,Low
C01373,0.44275668,Medium
C01374,0.31263322,Medium
C01375,0.55153936,Medium
C01376,0.13076918,Low
C01377,0.89162683,High
C01378,0.95243615,High
C01379,0.34153798,Medium
C01380,0.7377323,High
C01381,0.1748738,Low
C01382,0.05039946,Low
C01383,0.33856225,Medium
C01384,0.2276436,Low
C01385,0.9656911,High
C01386,0.018664327,Low
C01388,0.76142067,High
C01390,0.17168172,Low
C01391,0.45224014,Medium
C01392,0.64868796,High
C01393,0.020343881,Low
C01395,0.042757623,Low
C01396,0.6092782,High
C01397,0.032461874,Low
C01398,0.6833418,High
C01399,0.26582572,Low
C01401,0.7439082,High
C01402,0.31039762,Medium
C01403,0.7798745,High
C01404,0.096558064,Low
C01405,0.68970895,High
C01406,0.1367543,Low
C01407,0.017437093,Low
C01409,0.94683045,High
C01411,0.46690202,Medium
C01413,0.12893085,Low
C01415,0.34923762,Medium
C01416,0.4753096,Medium
C01417,0.91040015,High
C01418,0.8926233,High
C01420,0.9107368,High
C01421,0.46057302,Medium
C01422,0.96746796,High
C01423,0.043558046,Low
C01424,0.15155397,Low
C01425,0.93589723,High
C01426,0.14571576,Low
C01427,0.83847886,High
C01428,0.40079135,Medium
C01430,0.88180995,High
C01431,0.96360487,High
C01432,0.19253743,Low
C01434,0.04016798,Low
C01435,0.7659408,High
C01436,0.92824435,High
C01437,0.02181649,Low
C01438,0.6026665,High
C01439,0.9647021,High
C01440,0.34221688,Medium
C01441,0.64670056,High
C01442,0.47817737,Medium
C01444,0.8934235,High
C01445,0.9770295,High
C01446,0.32169414,Medium
C01447,0.599407,Medium
C01449,0.021722788,Low
C01451,0.9334848,High
C01452,0.84766424,High
C01453,0.37885377,Medium
C01454,0.9531703,High
C01455,0.7688002,High
C01456,0.15033743,Low
C01457,0.8266989,High
C01458,0.059784975,Low
C01459,0.26344857,Low
C01460,0.7382104,High
C01461,0.9398493,High
C01462,0.4609695,Medium
C01464,0.07594921,Low
C01465,0.118983164,Low
C01466,0.38178656,Medium
C01467,0.68716615,High
C01468,0.49347296,Medium
C01469,0.03359828,Low
C01470,0.6643766,High
C01472,0.02125916,Low
C01473,0.75015044,High
C01474,0.939784,High
C01475,0.45121965,Medium
C01476,0.13984238,Low
C01478,0.966426,High
C01479,0.34979835,Medium
C01480,0.8055129,High
C01481,0.29650253,Low
C01482,0.2158145,Low
C01484,0.7376107,High
C01486,0.71283114,High
C01487,0.69551414,High
C01488,0.98070896,High
C01489,0.6643037,High
C01490,0.9049837,High
C01492,0.38977623,Medium
C01493,0.15723532,Low
C01494,0.3402405,Medium
C01495,0.05370267,Low
C01496,0.684607,High
C01498,0.2116933,Low
C01499,0.23657364,Low
C01502,0.017560637,Low
C01505,0.4693463,Medium
C01506,0.75759774,High
C01507,0.92448616,High
C01508,0.4938383,Medium
C01509,0.5618374,Medium
C01511,0.73743504,High
C01513,0.2298469,Low
C01514,0.9595409,High
C01515,0.44087029,Medium
C01516,0.38276485,Medium
C01517,0.8846382,High
C01520,0.090904556,Low
C01521,0.947295,High
C01522,0.7396431,High
C01525,0.013100935,Low
C01526,0.036453255,Low
C01527,0.7001949,High
C01528,0.19580726,Low
C01529,0.9679642,High
C01532,0.6289388,High
C01533,0.91045654,High
C01534,0.5479153,Medium
C01536,0.9708009,High
C01537,0.19663939,Low
C01538,0.5807224,Medium
C01539,0.60634375,High
C01540,0.86557156,High
C01541,0.010115499,Low
C01542,0.52028924,Medium
C01543,0.93906987,High
C01544,0.4738214,Medium
C01545,0.9594732,High
C01546,0.86767083,High
C01547,0.9592077,High
C01549,0.95563215,High
C01552,0.952617,High
C01553,0.8726157,High
C01554,0.9799672,High
C01555,0.1303089,Low
C01556,0.029049385,Low
C01558,0.9349104,High
C01560,0.1728495,Low
C01563,0.67852294,High
C01564,0.80741584,High
C01565,0.015538161,Low
C01566,0.27237484,Low
C01567,0.019203106,Low
C01568,0.835627,High
C01570,0.015774697,Low
C01571,0.75804263,High
C01572,0.74202293,High
C01573,0.6623529,High
C01574,0.81757116,High
C01575,0.019042952,Low
C01576,0.52232665,Medium
C01578,0.64847153,High
C01579,0.03062724,Low
C01580,0.27679086,Low
C01582,0.9669098,High
C01583,0.01097602,Low
C01585,0.38729334,Medium
C01586,0.15760328,Low
C01587,0.37788516,Medium
C01588,0.3827111,Medium
C01589,0.34472248,Medium
C01590,0.36101916,Medium
C01592,0.907978,High
C01593,0.90446526,High
C01594,0.35654578,Medium
C01596,0.45922747,Medium
C01597,0.039639276,Low
C01598,0.43144932,Medium
C01599,0.5982853,Medium
C01600,0.08379118,Low
C01601,0.8563068,High
C01602,0.4508678,Medium
C01603,0.94201195,High
C01606,0.5296423,Medium
C01607,0.08701489,Low
C01608,0.015731638,Low
C01609,0.6619759,High
C01610,0.61426264,High
C01611,0.8428742,High
C01612,0.07926547,Low
C01613,0.83156455,High
C01614,0.6394233,High
C01615,0.22674865,Low
C01616,0.15410914,Low
C01617,0.4806518,Medium
C01619,0.023167653,Low
C01620,0.889245,High
C01621,0.67530006,High
C01622,0.21651177,Low
C01623,0.157904,Low
C01624,0.43561795,Medium
C01625,0.874902,High
C01626,0.98402125,High
C01627,0.8553943,High
C01628,0.6880003,High
C01629,0.026999962,Low
C01630,0.7911595,High
C01631,0.076775245,Low
C01632,0.19962715,Low
C01633,0.63381493,High
C01634,0.5517865,Medium
C01635,0.04419649,Low
C01636,0.20302711,Low
C01637,0.7471259,High
C01639,0.3226945,Medium
C01640,0.26319915,Low
C01641,0.6735687,High
C01642,0.89379483,High
C01643,0.5141747,Medium
C01644,0.39445776,Medium
C01645,0.89565384,High
C01646,0.7449443,High
C01647,0.08223336,Low
C01648,0.6019011,High
C01649,0.95844615,High
C01650,0.04004434,Low
C01651,0.26540536,Low
C01652,0.53949267,Medium
C01653,0.14422068,Low
C01654,0.1471651,Low
C01657,0.95821553,High
C01658,0.9663282,High
C01659,0.71116287,High
C01660,0.02760576,Low
C01661,0.65049195,High
C01663,0.9420657,High
C01664,0.67369914,High
C01665,0.38491902,Medium
C01666,0.65283495,High
C01667,0.49337533,Medium
C01668,0.11835593,Low
C01669,0.09676925,Low
C01670,0.37748283,Medium
C01672,0.07300739,Low
C01673,0.28697762,Low
C01674,0.94004637,High
C01677,0.63740414,High
C01679,0.12382206,Low
C01680,0.27161372,Low
C01681,0.8137303,High
C01682,0.63050216,High
C01683,0.62785065,High
C01684,0.88318306,High
C01685,0.9498615,High
C01686,0.7094872,High
C01687,0.72395647,High
C01690,0.2688987,Low
C01692,0.955333,High
C01693,0.017866226,Low
C01695,0.7795672,High
C01696,0.094708316,Low
C01697,0.0344022,Low
C01698,0.02523714,Low
C01699,0.030962134,Low
C01700,0.9513202,High
C01701,0.19704498,Low
C01703,0.015792616,Low
C01704,0.039913166,Low
C01705,0.8857077,High
C01708,0.68346876,High
C01710,0.31750286,Medium
C01711,0.96382326,High
C01713,0.38522774,Medium
C01715,0.022053912,Low
C01716,0.322013,Medium
C01717,0.19753268,Low
C01718,0.543928,Medium
C01719,0.95525825,High
C01721,0.42362326,Medium
C01722,0.64137256,High
C01723,0.26065916,Low
C01724,0.63910156,High
C01725,0.53416854,Medium
C01726,0.83714396,High
C01727,0.40339854,Medium
C01728,0.5172711,Medium
C01729,0.6500806,High
C01731,0.7917701,High
C01732,0.94392204,High
C01733,0.44260904,Medium
C01734,0.67067415,High
C01736,0.9462285,High
C01737,0.06849404,Low
C01738,0.0669659,Low
C01739,0.94406134,High
C01740,0.19061854,Low
C01741,0.39387736,Medium
C01742,0.82699555,High
C01743,0.83448875,High
C01744,0.8597541,High
C01745,0.36997756,Medium
C01746,0.7730587,High
C01747,0.9071895,High
C01748,0.082122765,Low
C01749,0.7866977,High
C01750,0.014751689,Low
C01751,0.9361684,High
C01752,0.04240502,Low
C01753,0.021278935,Low
C01754,0.06496792,Low
C01755,0.7757494,High
C01756,0.47074363,Medium
C01757,0.6913806,High
C01758,0.24925792,Low
C01759,0.31354195,Medium
C01760,0.29467663,Low
C01761,0.18752815,Low
C01762,0.9372161,High
C01763,0.9831808,High
C01764,0.7538995,High
C01766,0.096541405,Low
C01767,0.034384336,Low
C01768,0.03243762,Low
C01770,0.64712286,High
C01771,0.7910392,High
C01773,0.29428518,Low
C01775,0.20187329,Low
C01776,0.4377771,Medium
C01777,0.20441052,Low
C01778,0.10628242,Low
C01779,0.018531615,Low
C01780,0.76187116,High
C01781,0.49711835,Medium
C01782,0.92723614,High
C01783,0.9022571,High
C01784,0.27132845,Low
C01785,0.9554337,High
C01786,0.06056001,Low
C01787,0.5872676,Medium
C01788,0.85267055,High
C01789,0.84091365,High
C01790,0.79129833,High
C01791,0.82198876,High
C01792,0.54005903,Medium
C01793,0.8368072,High
C01794,0.7626802,High
C01796,0.28400877,Low
C01798,0.10344466,Low
C01799,0.53256774,Medium
C01800,0.4423716,Medium
C01801,0.6989699,High
C01802,0.4253325,Medium
C01803,0.016703224,Low
C01804,0.03590223,Low
C01805,0.9859568,High
C01806,0.17679459,Low
C01807,0.58645767,Medium
C01808,0.34862936,Medium
C01810,0.76024705,High
C01811,0.3622887,Medium
C01813,0.09663092,Low
C01814,0.09187579,Low
C01815,0.9628836,High
C01816,0.32742476,Medium
C01817,0.5791009,Medium
C01819,0.649203,High
C01820,0.9774228,High
C01821,0.647543,High
C01825,0.17207101,Low
C01826,0.1335041,Low
C01827,0.017297136,Low
C01828,0.41387618,Medium
C01829,0.4240279,Medium
C01830,0.012782802,Low
C01831,0.01491933,Low
C01832,0.9341244,High
C01833,0.7275677,High
C01834,0.3793082,Medium
C01835,0.09422402,Low
C01836,0.62798107,High
C01838,0.36508742,Medium
C01839,0.87079614,High
C01840,0.077875055,Low
C01841,0.8006147,High
C01842,0.20623048,Low
C01843,0.6318855,High
C01844,0.27344352,Low
C01845,0.9136954,High
C01846,0.8896544,High
C01847,0.8966471,High
C01848,0.1220527,Low
C01849,0.47967833,Medium
C01850,0.8211504,High
C01851,0.8098278,High
C01852,0.14879876,Low
C01853,0.042160716,Low
C01854,0.27248517,Low
C01855,0.80292404,High
C01856,0.27525026,Low
C01857,0.11203894,Low
C01858,0.15029296,Low
C01859,0.8603228,High
C01860,0.21571691,Low
C01861,0.7325211,High
C01862,0.79785764,High
C01864,0.08610306,Low
C01865,0.13936397,Low
C01866,0.6695978,High
C01868,0.8750112,High
C01869,0.03524341,Low
C01870,0.8308675,High
C01872,0.48969463,Medium
C01873,0.24191669,Low
C01874,0.8097826,High
C01876,0.9400553,High
C01877,0.114282325,Low
C01878,0.75943893,High
C01879,0.6277686,High
C01880,0.73939764,High
C01883,0.9631212,High
C01884,0.08826193,Low
C01885,0.9044709,High
C01886,0.23435894,Low
C01887,0.3346833,Medium
C01888,0.7121958,High
C01889,0.8219351,High
C01890,0.07105963,Low
C01892,0.73857164,High
C01893,0.6221368,High
C01894,0.86987346,High
C01895,0.64551616,High
C01897,0.039138652,Low
C01898,0.17860569,Low
C01899,0.9859648,High
C01900,0.03180982,Low
C01901,0.5236757,Medium
C01902,0.05519236,Low
C01903,0.1699727,Low
C01904,0.3415837,Medium
C01905,0.6453143,High
C01906,0.8874685,High
C01907,0.060272925,Low
C01909,0.2800724,Low
C01910,0.7175283,High
C01911,0.16715914,Low
C01912,0.2286636,Low
C01913,0.18090814,Low
C01914,0.82630837,High
C01915,0.9608429,High
C01916,0.17281221,Low
C01918,0.26834807,Low
C01919,0.38820887,Medium
C01920,0.85678655,High
C01921,0.8678588,High
C01922,0.40418124,Medium
C01923,0.94685864,High
C01924,0.97169995,High
C01925,0.8410557,High
C01926,0.9255251,High
C01927,0.9551422,High
C01928,0.3736153,Medium
C01929,0.6066503,High
C01931,0.88625133,High
C01932,0.30616176,Medium
C01933,0.6771502,High
C01934,0.55069166,Medium
C01936,0.0638448,Low
C01937,0.75293356,High
C01939,0.08402175,Low
C01940,0.93855214,High
C01941,0.44507623,Medium
C01942,0.77394843,High
C01944,0.18863864,Low
C01945,0.2945986,Low
C01947,0.8960437,High
C01948,0.033800848,Low
C01949,0.1667468,Low
C01950,0.79877394,High
C01952,0.6566344,High
C01953,0.63781774,High
C01954,0.053417806,Low
C01955,0.035003316,Low
C01956,0.9419927,High
C01957,0.79758567,High
C01958,0.07654036,Low
C01960,0.012608614,Low
C01961,0.24288139,Low
C01962,0.84990066,High
C01963,0.4146708,Medium
C01964,0.52022076,Medium
C01965,0.33867198,Medium
C01966,0.4768942,Medium
C01967,0.11984768,Low
C01968,0.043338526,Low
C01969,0.23153287,Low
C01970,0.94488525,High
C01971,0.38618484,Medium
C01972,0.38622224,Medium
C01973,0.46498296,Medium
C01974,0.7749915,High
C01975,0.9599239,High
C01976,0.97904736,High
C01977,0.21724208,Low
C01978,0.9644261,High
C01979,0.36974046,Medium
C01980,0.103614576,Low
C01981,0.2761367,Low
C01982,0.6642933,High
C01983,0.16268739,Low
C01984,0.64111084,High
C01985,0.76189065,High
C01986,0.8893944,High
C01987,0.3268016,Medium
C01988,0.8121185,High
C01991,0.0902958,Low
C01994,0.0933937,Low
C01995,0.8102079,High
C01997,0.38424417,Medium
C01998,0.67469215,High
C01999,0.935478,High
C02000,0.68596464,High
C02001,0.436203,Medium
C02002,0.26047605,Low
C02003,0.25154704,Low
C02004,0.96131384,High
C02005,0.67739713,High
C02007,0.008939937,Low
C02008,0.3166586,Medium
C02009,0.9190572,High
C02010,0.108793564,Low
C02011,0.8882292,High
C02013,0.960524,High
C02014,0.67664295,High
C02015,0.13734698,Low
C02016,0.25028756,Low
C02017,0.696108,High
C02018,0.96148723,High
C02019,0.7850865,High
C02020,0.53961486,Medium
C02021,0.9191574,High
C02022,0.51099545,Medium
C02023,0.61487275,High
C02024,0.9218259,High
C02025,0.61268,High
C02027,0.9746286,High
C02028,0.22120534,Low
C02030,0.596508,Medium
C02031,0.3623363,Medium
C02032,0.0893515,Low
C02033,0.107949875,Low
C02034,0.75067544,High
C02035,0.14017218,Low
C02036,0.038934905,Low
C02037,0.6870922,High
C02038,0.7781463,High
C02039,0.9331886,High
C02040,0.11452276,Low
C02041,0.08875376,Low
C02042,0.9838229,High
C02043,0.6948483,High
C02044,0.62107986,High
C02045,0.86434364,High
C02047,0.9313949,High
C02048,0.9367377,High
C02049,0.5158672,Medium
C02051,0.036688246,Low
C02052,0.4194804,Medium
C02053,0.60206884,High
C02054,0.956184,High
C02055,0.9747259,High
C02056,0.050617337,Low
C02058,0.9218812,High
C02059,0.6861768,High
C02060,0.7804268,High
C02061,0.56326175,Medium
C02063,0.025845481,Low
C02064,0.021059453,Low
C02065,0.30299604,Medium
C02066,0.68909854,High
C02067,0.9609307,High
C02068,0.2040604,Low
C02069,0.9493676,High
C02070,0.07787269,Low
C02071,0.31864557,Medium
C02072,0.32181975,Medium
C02073,0.7264246,High
C02074,0.8857171,High
C02076,0.54697686,Medium
C02077,0.813704,High
C02078,0.22762758,Low
C02079,0.79476327,High
C02080,0.9411807,High
C02081,0.79068166,High
C02082,0.92727315,High
C02083,0.89345956,High
C02084,0.17083633,Low
C02085,0.9252851,High
C02086,0.65871865,High
C02087,0.6687282,High
C02088,0.9330544,High
C02089,0.9788815,High
C02090,0.89330506,High
C02091,0.16267256,Low
C02092,0.8032761,High
C02093,0.9701685,High
C02094,0.807447,High
C02096,0.33949387,Medium
C02098,0.40159932,Medium
C02099,0.7577007,High
C02100,0.063408755,Low
C02101,0.23590016,Low
C02102,0.2954979,Low
C02103,0.96325034,High
C02104,0.6964874,High
C02106,0.75563544,High
C02107,0.8806325,High
C02108,0.8010056,High
C02109,0.18146397,Low
C02110,0.44959334,Medium
C02112,0.37255314,Medium
C02113,0.18192486,Low
C02114,0.7300334,High
C02115,0.7102328,High
C02116,0.65435916,High
C02117,0.6131249,High
C02118,0.057558443,Low
C02119,0.3363179,Medium
C02121,0.92077166,High
C02122,0.77378803,High
C02124,0.025620027,Low
C02125,0.018696891,Low
C02126,0.98156124,High
C02127,0.12524381,Low
C02128,0.028102566,Low
C02130,0.05004998,Low
C02131,0.98302865,High
C02132,0.7731993,High
C02133,0.8250751,High
C02134,0.6771109,High
C02135,0.13658915,Low
C02136,0.34333625,Medium
C02137,0.942776,High
C02138,0.023408806,Low
C02139,0.84002995,High
C02140,0.35314775,Medium
C02141,0.7704746,High
C02142,0.59733236,Medium
C02144,0.73419684,High
C02145,0.89945734,High
C02146,0.6106051,High
C02147,0.8990356,High
C02148,0.33503544,Medium
C02150,0.77894235,High
C02151,0.4633861,Medium
C02152,0.3038786,Medium
C02153,0.76992804,High
C02154,0.12625001,Low
C02155,0.6741359,High
C02156,0.70992976,High
C02157,0.041523993,Low
C02158,0.9128953,High
C02159,0.30654895,Medium
C02160,0.06477205,Low
C02161,0.7471985,High
C02162,0.9824562,High
C02163,0.97466135,High
C02164,0.0979797,Low
C02165,0.95355856,High
C02166,0.79637206,High
C02167,0.18313822,Low
C02168,0.8127344,High
C02169,0.2733736,Low
C02170,0.6126815,High
C02171,0.8344985,High
C02172,0.96571076,High
C02173,0.9354877,High
C02174,0.75844157,High
C02175,0.58705443,Medium
C02176,0.6073764,High
C02178,0.73192865,High
C02179,0.9644089,High
C02180,0.600143,High
C02181,0.061730836,Low
C02182,0.96723247,High
C02183,0.28624,Low
C02184,0.96731824,High
C02185,0.90916824,High
C02186,0.9650533,High
C02187,0.2120623,Low
C02188,0.9617674,High
C02189,0.9573041,High
C02190,0.02160008,Low
C02191,0.6477164,High
C02192,0.9822578,High
C02193,0.4206211,Medium
C02195,0.9584863,High
C02196,0.7423627,High
C02197,0.42053035,Medium
C02198,0.64651275,High
C02199,0.50058967,Medium
C02201,0.87859076,High
C02202,0.19843,Low
C02204,0.03559143,Low
C02205,0.47607765,Medium
C02206,0.70878404,High
C02207,0.019401219,Low
C02208,0.2100924,Low
C02209,0.94560164,High
C02210,0.89415157,High
C02211,0.7489121,High
C02212,0.013105974,Low
C02213,0.6269782,High
C02215,0.838765,High
C02216,0.9260333,High
C02217,0.6154761,High
C02218,0.05183581,Low
C02219,0.1818726,Low
C02220,0.7002331,High
C02221,0.8444361,High
C02223,0.7575906,High
C02224,0.6954708,High
C02225,0.87209177,High
C02226,0.78565323,High
C02227,0.9276898,High
C02228,0.81913155,High
C02229,0.14898154,Low
C02231,0.023104887,Low
C02233,0.7012441,High
C02234,0.7870702,High
C02237,0.38089454,Medium
C02238,0.95371616,High
C02240,0.8348742,High
C02241,0.015627561,Low
C02242,0.54183084,Medium
C02243,0.94838107,High
C02244,0.37011227,Medium
C02246,0.68076074,High
C02247,0.77499443,High
C02248,0.76894933,High
C02249,0.5380453,Medium
C02250,0.7421156,High
C02252,0.0553916,Low
C02253,0.7112033,High
C02256,0.26354945,Low
C02257,0.027809214,Low
C02258,0.6205186,High
C02259,0.5452428,Medium
C02260,0.60172004,High
C02261,0.9347428,High
C02262,0.6411313,High
C02263,0.7356825,High
C02264,0.03453257,Low
C02265,0.38779455,Medium
C02267,0.9526992,High
C02269,0.22219816,Low
C02270,0.11593554,Low
C02271,0.76115966,High
C02272,0.061088923,Low
C02273,0.034345895,Low
C02275,0.22058749,Low
C02276,0.095451765,Low
C02277,0.98725814,High
C02278,0.97708297,High
C02279,0.13772419,Low
C02280,0.6421593,High
C02281,0.8177835,High
C02282,0.10733239,Low
C02283,0.065510035,Low
C02284,0.81597006,High
C02285,0.3258379,Medium
C02286,0.32921794,Medium
C02287,0.57123905,Medium
C02288,0.8814397,High
C02290,0.94877064,High
C02291,0.86809766,High
C02292,0.327969,Medium
C02293,0.9131388,High
C02294,0.7017173,High
C02296,0.015982825,Low
C02297,0.81340474,High
C02298,0.71343684,High
C02300,0.58582777,Medium
C02301,0.020900821,Low
C02302,0.03954194,Low
C02303,0.26381293,Low
C02304,0.40986004,Medium
C02305,0.043270208,Low
C02306,0.036098618,Low
C02307,0.034074724,Low
C02308,0.71865714,High
C02309,0.38654357,Medium
C02310,0.9749819,High
C02311,0.9543575,High
C02312,0.06935396,Low
C02314,0.19613568,Low
C02315,0.78766257,High
C02316,0.16897613,Low
C02317,0.7804731,High
C02318,0.21000431,Low
C02319,0.8774533,High
C02321,0.8296732,High
C02323,0.4746783,Medium
C02325,0.4154583,Medium
C02326,0.96428764,High
C02327,0.3691278,Medium
C02328,0.4276497,Medium
C02330,0.9895704,High
C02331,0.06521624,Low
C02333,0.04712545,Low
C02334,0.21407199,Low
C02335,0.2786328,Low
C02336,0.5472335,Medium
C02337,0.3875901,Medium
C02338,0.95677125,High
C02340,0.82000536,High
C02342,0.32347068,Medium
C02343,0.83392215,High
C02344,0.7189075,High
C02345,0.048791617,Low
C02346,0.62429804,High
C02349,0.7408347,High
C02350,0.84981316,High
C02352,0.24152234,Low
C02354,0.05433699,Low
C02355,0.74285436,High
C02356,0.63167655,High
C02357,0.59728485,Medium
C02358,0.23912238,Low
C02359,0.8086159,High
C02360,0.09674791,Low
C02361,0.38448933,Medium
C02362,0.9054953,High
C02364,0.46349853,Medium
C02366,0.20121294,Low
C02367,0.171517,Low
C02368,0.3379852,Medium
C02369,0.44076326,Medium
C02370,0.20860264,Low
C02371,0.25163606,Low
C02372,0.84800243,High
C02373,0.6791906,High
C02374,0.57191736,Medium
C02375,0.921592,High
C02376,0.94200003,High
C02377,0.9555897,High
C02378,0.23015158,Low
C02379,0.6839017,High
C02380,0.7938558,High
C02382,0.80563265,High
C02384,0.8387417,High
C02385,0.27494177,Low
C02387,0.2819738,Low
C02388,0.42085394,Medium
C02389,0.9302866,High
C02390,0.9775121,High
C02391,0.0443573,Low
C02392,0.47273505,Medium
C02393,0.85613817,High
C02394,0.48043188,Medium
C02395,0.012415317,Low
C02396,0.8367538,High
C02397,0.4563103,Medium
C02402,0.96978253,High
C02403,0.8931393,High
C02405,0.31473902,Medium
C02407,0.15376018,Low
C02408,0.9685177,High
C02409,0.97353226,High
C02410,0.13693073,Low
C02411,0.9225035,High
C02412,0.30839384,Medium
C02413,0.16621944,Low
C02414,0.03266355,Low
C02415,0.39300627,Medium
C02416,0.07420993,Low
C02418,0.12983257,Low
C02419,0.2368299,Low
C02421,0.9635878,High
C02422,0.9820047,High
C02423,0.7962239,High
C02424,0.057012662,Low
C02425,0.97114074,High
C02426,0.7923588,High
C02427,0.44084385,Medium
C02428,0.6458769,High
C02429,0.2328224,Low
C02432,0.65579766,High
C02433,0.71531594,High
C02434,0.7299448,High
C02435,0.10668484,Low
C02436,0.114358865,Low
C02437,0.5248647,Medium
C02438,0.9358161,High
C02439,0.8426191,High
C02440,0.05436196,Low
C02441,0.013557073,Low
C02443,0.88026714,High
C02445,0.47732788,Medium
C02446,0.9178586,High
C02447,0.017941844,Low
C02448,0.28857008,Low
C02449,0.9185698,High
C02450,0.35500443,Medium
C02451,0.6955005,High
C02452,0.85042554,High
C02453,0.69725895,High
C02454,0.052561413,Low
C02455,0.054647096,Low
C02456,0.9235976,High
C02457,0.027481047,Low
C02458,0.024743032,Low
C02459,0.94438845,High
C02460,0.59007174,Medium
C02461,0.03951332,Low
C02462,0.36975342,Medium
C02463,0.94867474,High
C02464,0.87049013,High
C02465,0.75638247,High
C02466,0.60988075,High
C02467,0.114635326,Low
C02468,0.2228054,Low
C02469,0.026194682,Low
C02470,0.8737643,High
C02471,0.9651309,High
C02472,0.1357562,Low
C02474,0.903571,High
C02475,0.27866507,Low
C02476,0.81494796,High
C02477,0.7884399,High
C02478,0.09458155,Low
C02479,0.69875777,High
C02480,0.6339649,High
C02481,0.9522983,High
C02482,0.9169369,High
C02483,0.87595797,High
C02484,0.047053687,Low
C02485,0.6297833,High
C02486,0.71996546,High
C02488,0.80989563,High
C02489,0.95057344,High
C02490,0.33779317,Medium
C02491,0.3940726,Medium
C02492,0.91176975,High
C02493,0.66547936,High
C02494,0.14633039,Low
C02495,0.98793924,High
C02496,0.025425974,Low
C02497,0.9098995,High
C02498,0.03193507,Low
C02499,0.09692638,Low
C02500,0.86731213,High
C02501,0.077072985,Low
C02502,0.01279494,Low
C02503,0.9357085,High
C02504,0.9857144,High
C02505,0.68196124,High
C02507,0.5175423,Medium
C02509,0.2469958,Low
C02510,0.25107464,Low
C02512,0.8150433,High
C02513,0.9737168,High
C02515,0.7158527,High
C02517,0.14764737,Low
C02518,0.03385662,Low
C02519,0.605337,High
C02522,0.47211844,Medium
C02523,0.32678264,Medium
C02524,0.48712817,Medium
C02525,0.38919958,Medium
C02528,0.28909802,Low
C02529,0.32927835,Medium
C02530,0.72454447,High
C02531,0.91767484,High
C02533,0.958743,High
C02535,0.2650455,Low
C02536,0.65845877,High
C02537,0.27844435,Low
C02539,0.5134317,Medium
C02543,0.017716963,Low
C02545,0.46635807,Medium
C02546,0.751401,High
C02547,0.00971353,Low
C02549,0.6202358,High
C02551,0.26756185,Low
C02552,0.20348087,Low
C02553,0.71727884,High
C02554,0.23507315,Low
C02555,0.017597266,Low
C02557,0.5987644,Medium
C02558,0.22521305,Low
C02559,0.9744455,High
C02560,0.9736788,High
C02561,0.5634795,Medium
C02562,0.7731578,High
C02563,0.9775488,High
C02564,0.07960563,Low
C02565,0.29109693,Low
C02566,0.14879379,Low
C02567,0.45746633,Medium
C02568,0.31408915,Medium
C02569,0.5296615,Medium
C02570,0.050208703,Low
C02571,0.7512162,High
C02572,0.6145617,High
C02573,0.89553106,High
C02574,0.09641212,Low
C02575,0.24719077,Low
C02576,0.17703798,Low
C02577,0.48605874,Medium
C02578,0.81390005,High
C02579,0.76416934,High
C02581,0.8412176,High
C02583,0.37888747,Medium
C02585,0.05094133,Low
C02586,0.62347156,High
C02587,0.41702226,Medium
C02588,0.12873858,Low
C02589,0.43306896,Medium
C02590,0.13435468,Low
C02591,0.014390578,Low
C02593,0.22588687,Low
C02594,0.5788144,Medium
C02595,0.64469284,High
C02597,0.77025366,High
C02599,0.13661878,Low
C02600,0.9517587,High
C02601,0.26950154,Low
C02604,0.8549572,High
C02605,0.97985667,High
C02606,0.9682428,High
C02607,0.033682976,Low
C02608,0.18204303,Low
C02610,0.958555,High
C02611,0.71857274,High
C02612,0.5541171,Medium
C02613,0.87227786,High
C02615,0.25173694,Low
C02616,0.48532075,Medium
C02618,0.93482435,High
C02619,0.8417072,High
C02620,0.78532374,High
C02621,0.48624757,Medium
C02622,0.4060158,Medium
C02623,0.6842443,High
C02625,0.277809,Low
C02626,0.79801077,High
C02627,0.9810558,High
C02628,0.92633736,High
C02629,0.49424553,Medium
C02630,0.9503039,High
C02631,0.80329835,High
C02632,0.5103453,Medium
C02633,0.36238268,Medium
C02634,0.19871911,Low
C02635,0.3715248,Medium
C02636,0.7496804,High
C02639,0.42407614,Medium
C02641,0.78719676,High
C02643,0.6986441,High
