customer_id,signup_date,age,city_tier,acquisition_channel
C00620,2025-05-21,29,Tier3,Referral
C00621,2024-09-21,26,Tier1,Organic
C00622,2024-09-19,69,Tier1,Referral
C00623,2024-09-30,38,Tier2,Paid Ads
C00624,2025-05-18,50,Tier1,Paid Ads
C00625,2024-04-15,31,Tier1,Referral
C00626,2024-03-08,26,Tier1,Referral
C00627,2024-06-05,36,Tier1,Paid Ads
C00628,2025-09-04,26,Tier2,Paid Ads
C00629,2025-07-09,57,Tier2,Organic
C00630,2024-05-09,30,Tier3,Paid Ads
C00631,2024-01-15,65,Tier2,Social
C00632,2025-08-18,41,Tier2,Referral
C00633,2024-03-13,20,Tier1,Organic
C00634,2025-08-29,34,Tier3,Referral
C00635,2024-10-29,60,Tier2,Social
C00636,2025-07-16,26,Tier2,Organic
C00637,2024-10-23,58,Tier2,Referral
C00638,2024-07-01,46,Tier1,Paid Ads
C00639,2024-09-14,28,Tier1,Paid Ads
C00640,2025-02-17,65,Tier1,Social
C00641,2025-07-13,57,Tier3,Social
C00642,2024-12-13,35,Tier1,Organic
C00643,2025-09-22,46,Tier2,Organic
C00644,2024-10-11,31,Tier1,Referral
C00645,2025-03-26,69,Tier1,Referral
C00646,2025-03-27,60,Tier3,Social
C00647,2024-11-04,51,Tier3,Referral
C00648,2024-02-01,26,Tier2,Organic
C00649,2024-11-28,49,Tier2,Organic
C00650,2024-01-10,61,Tier2,Referral
C00651,2025-02-26,23,Tier2,Organic
C00652,2024-06-13,38,Tier2,Social
C00653,2025-06-27,59,Tier1,Organic
C00654,2025-04-01,25,Tier2,Organic
C00655,2024-06-03,47,Tier3,Paid Ads
C00656,2024-11-19,34,Tier2,Paid Ads
C00657,2024-09-01,35,Tier3,Organic
C00658,2024-06-22,64,Tier2,Referral
C00659,2025-02-09,62,Tier3,Organic
C00660,2025-03-18,53,Tier3,Paid Ads
C00661,2025-02-26,21,Tier2,Referral
C00662,2024-04-29,54,Tier2,Organic
C00663,2024-10-02,39,Tier1,Organic
C00664,2025-07-20,63,Tier2,Paid Ads
C00665,2024-09-30,57,Tier2,Referral
C00666,2025-09-27,19,Tier2,Organic
C00667,2025-01-02,65,Tier3,Social
C00668,2024-07-27,49,Tier2,Referral
C00669,2025-09-28,32,Tier1,Organic
C00670,2024-03-23,38,Tier3,Referral
C00671,2024-01-09,52,Tier1,Referral
C00672,2025-05-02,49,Tier1,Referral
C00673,2025-06-17,52,Tier3,Organic
C00674,2025-07-05,42,Tier1,Organic
C00675,2025-04-27,27,Tier1,Organic
C00676,2024-05-25,41,Tier1,Paid Ads
C00677,2024-08-06,22,Tier3,Social
C00678,2024-11-11,59,Tier2,Organic
C00679,2024-11-17,35,Tier1,Paid Ads
C00680,2024-08-25,38,Tier2,Referral
C00681,2025-03-16,58,Tier1,Paid Ads
C00682,2024-04-09,21,Tier2,Social
C00683,2025-03-25,64,Tier2,Paid Ads
C00684,2024-04-18,65,Tier1,Referral
C00685,2025-03-22,37,Tier3,Referral
C00686,2025-02-11,30,Tier1,Organic
C00687,2025-06-15,43,Tier2,Social
C00688,2024-08-14,25,Tier1,Paid Ads
C00689,2024-02-23,69,Tier1,Paid Ads
C00690,2025-02-24,62,Tier3,Social
C00691,2024-05-05,41,Tier3,Organic
C00692,2025-09-27,59,Tier2,Referral
C00693,2025-09-12,48,Tier3,Paid Ads
C00694,2024-08-01,29,Tier3,Social
C00695,2025-07-22,63,Tier1,Paid Ads
C00696,2024-09-22,37,Tier1,Social
C00697,2024-03-05,54,Tier2,Organic
C00698,2025-04-29,57,Tier1,Referral
C00699,2025-05-24,25,Tier1,Social
C00700,2024-03-23,66,Tier1,Organic
C00701,2024-02-09,39,Tier3,Paid Ads
C00702,2024-08-06,40,Tier1,Referral
C00703,2024-07-11,49,Tier1,Social
C00704,2025-01-05,63,Tier1,Social
C00705,2024-06-23,34,Tier2,Referral
C00706,2024-07-14,59,Tier1,Paid Ads
C00707,2024-10-19,65,Tier2,Social
C00708,2025-05-10,32,Tier1,Referral
C00709,2025-06-19,26,Tier3,Paid Ads
C00710,2024-05-04,33,Tier2,Social
C00711,2024-11-04,24,Tier1,Social
C00712,2024-09-16,21,Tier2,Social
C00713,2024-03-21,34,Tier3,Paid Ads
C00714,2024-12-28,43,Tier3,Paid Ads
C00715,2024-05-26,42,Tier2,Referral
C00716,2024-03-31,45,Tier1,Referral
C00717,2024-05-19,51,Tier3,Social
C00718,2025-08-14,25,Tier1,Paid Ads
C00719,2024-08-26,20,Tier3,Social
C00720,2024-12-21,22,Tier1,Organic
C00721,2024-01-17,38,Tier3,Referral
C00722,2025-01-10,62,Tier3,Paid Ads
C00723,2024-02-04,34,Tier1,Organic
C00724,2024-12-19,41,Tier2,Paid Ads
C00725,2025-08-27,25,Tier1,Paid Ads
C00726,2025-05-16,54,Tier2,Organic
C00727,2025-03-23,35,Tier2,Paid Ads
C00728,2025-09-29,46,Tier2,Paid Ads
C00729,2024-04-18,38,Tier1,Organic
C00730,2024-11-21,26,Tier2,Social
C00731,2024-11-15,69,Tier1,Organic
C00732,2024-10-06,18,Tier3,Referral
C00733,2024-10-13,32,Tier2,Organic
C00734,2024-03-12,25,Tier3,Social
C00735,2024-08-30,68,Tier3,Referral
C00736,2025-02-19,46,Tier3,Social
C00737,2025-08-15,67,Tier1,Organic
C00738,2025-06-11,58,Tier1,Referral
C00739,2024-08-08,68,Tier1,Social
C00740,2025-08-18,34,Tier2,Social
C00741,2024-07-21,54,Tier3,Social
C00742,2024-08-11,53,Tier3,Social
C00743,2025-03-08,53,Tier2,Paid Ads
C00744,2025-05-21,63,Tier1,Referral
C00745,2025-06-25,65,Tier3,Referral
C00746,2025-09-20,67,Tier3,Social
C00747,2024-04-15,29,Tier1,Referral
C00748,2025-09-09,51,Tier1,Social
C00749,2024-10-27,43,Tier2,Social
C00750,2025-01-03,22,Tier1,Referral
C00751,2024-02-05,29,Tier3,Social
C00752,2024-09-19,48,Tier1,Social
C00753,2025-08-02,65,Tier1,Organic
C00754,2025-04-10,38,Tier2,Organic
C00755,2025-06-08,50,Tier1,Organic
C00756,2024-11-10,69,Tier2,Organic
C00757,2024-04-14,22,Tier1,Referral
C00758,2024-08-07,21,Tier2,Organic
C00759,2025-06-07,40,Tier2,Social
C00760,2024-09-11,66,Tier1,Referral
C00761,2025-05-25,62,Tier1,Organic
C00762,2024-03-16,46,Tier1,Referral
C00763,2025-01-14,68,Tier2,Social
C00764,2024-05-22,30,Tier2,Referral
C00765,2024-12-23,45,Tier3,Organic
C00766,2024-01-21,64,Tier1,Referral
C00767,2024-02-03,39,Tier1,Referral
C00768,2025-01-01,59,Tier1,Organic
C00769,2025-04-20,52,Tier1,Social
C00770,2024-04-10,43,Tier1,Paid Ads
C00771,2024-10-24,23,Tier2,Paid Ads
C00772,2024-08-30,44,Tier3,Referral
C00773,2024-07-12,23,Tier2,Paid Ads
C00774,2025-03-12,43,Tier3,Paid Ads
C00775,2024-09-17,67,Tier3,Organic
C00776,2025-08-14,24,Tier2,Referral
C00777,2024-11-22,64,Tier2,Organic
C00778,2025-02-17,52,Tier2,Social
C00779,2024-01-30,34,Tier3,Paid Ads
C00780,2024-03-08,30,Tier2,Social
C00781,2025-02-23,64,Tier1,Social
C00782,2024-04-09,21,Tier2,Social
C00783,2024-11-26,20,Tier1,Social
C00784,2025-09-09,56,Tier1,Social
C00785,2024-02-02,56,Tier2,Organic
C00786,2024-07-01,55,Tier2,Organic
C00787,2025-05-13,51,Tier3,Organic
C00788,2025-02-23,63,Tier1,Organic
C00789,2025-08-06,35,Tier1,Paid Ads
C00790,2024-11-23,37,Tier1,Social
C00791,2024-01-26,28,Tier2,Social
C00792,2025-09-07,58,Tier1,Social
C00793,2025-03-03,39,Tier1,Paid Ads
C00794,2025-05-14,59,Tier1,Social
C00795,2024-05-01,35,Tier1,Organic
C00796,2024-05-06,64,Tier2,Social
C00797,2024-12-14,45,Tier1,Social
C00798,2024-09-23,31,Tier2,Paid Ads
C00799,2024-09-07,58,Tier1,Referral
C00800,2025-01-19,52,Tier1,Organic
C00801,2025-06-16,34,Tier1,Social
C00802,2024-06-26,35,Tier1,Referral
C00803,2024-09-24,52,Tier1,Paid Ads
C00804,2025-08-26,60,Tier1,Social
C00805,2025-03-20,21,Tier3,Paid Ads
C00806,2024-02-09,32,Tier1,Referral
C00807,2024-03-25,57,Tier1,Organic
C00808,2025-06-14,34,Tier1,Organic
C00809,2024-02-25,53,Tier2,Organic
C00810,2025-02-03,40,Tier1,Paid Ads
C00811,2025-02-26,54,Tier2,Referral
C00812,2024-09-08,36,Tier1,Organic
C00813,2025-05-28,69,Tier2,Organic
C00814,2024-06-20,39,Tier1,Paid Ads
C00815,2024-02-06,62,Tier1,Paid Ads
C00816,2024-05-03,46,Tier1,Social
C00817,2025-07-25,56,Tier1,Paid Ads
C00818,2024-06-02,37,Tier2,Social
C00819,2024-03-08,40,Tier2,Organic
C00820,2024-02-22,61,Tier1,Paid Ads
C00821,2024-10-10,21,Tier3,Paid Ads
C00822,2024-08-12,38,Tier3,Referral
C00823,2025-09-20,69,Tier2,Paid Ads
C00824,2024-07-29,33,Tier2,Referral
C00825,2025-08-18,18,Tier1,Organic
C00826,2025-05-12,67,Tier1,Organic
C00827,2025-07-21,18,Tier2,Organic
C00828,2025-05-03,41,Tier2,Referral
C00829,2024-03-21,60,Tier3,Referral
C00830,2024-07-25,66,Tier3,Organic
C00831,2025-03-11,47,Tier1,Social
C00832,2025-05-05,59,Tier1,Organic
C00833,2025-02-25,64,Tier1,Social
C00834,2024-05-15,67,Tier1,Organic
C00835,2025-09-27,42,Tier3,Social
C00836,2024-03-21,27,Tier1,Paid Ads
C00837,2025-06-20,19,Tier2,Social
C00838,2025-04-06,19,Tier2,Paid Ads
C00839,2024-09-10,54,Tier2,Organic
C00840,2024-01-16,63,Tier1,Paid Ads
C00841,2024-03-22,29,Tier1,Paid Ads
C00842,2025-03-31,31,Tier3,Organic
C00843,2025-07-28,50,Tier3,Social
C00844,2025-08-26,49,Tier3,Social
C00845,2024-05-18,57,Tier1,Referral
C00846,2024-01-11,33,Tier3,Referral
C00847,2024-12-20,49,Tier3,Organic
C00848,2025-06-14,51,Tier1,Referral
C00849,2024-09-13,31,Tier1,Organic
C00850,2024-01-09,45,Tier1,Paid Ads
C00851,2024-02-28,30,Tier3,Referral
C00852,2025-07-27,42,Tier1,Paid Ads
C00853,2025-01-22,42,Tier1,Organic
C00854,2024-07-19,28,Tier3,Paid Ads
C00855,2024-10-10,43,Tier1,Social
C00856,2025-01-06,64,Tier1,Paid Ads
C00857,2025-03-04,46,Tier2,Organic
C00858,2025-02-07,44,Tier1,Social
C00859,2025-03-22,21,Tier2,Referral
C00860,2025-04-10,30,Tier2,Organic
C00861,2024-06-30,62,Tier3,Referral
C00862,2024-05-24,43,Tier1,Paid Ads
C00863,2024-07-09,26,Tier1,Referral
C00864,2025-06-14,32,Tier2,Paid Ads
C00865,2024-01-31,28,Tier1,Referral
C00866,2024-06-22,69,Tier1,Paid Ads
C00867,2024-04-08,25,Tier2,Paid Ads
C00868,2025-07-23,56,Tier2,Organic
C00869,2025-03-22,29,Tier1,Organic
C00870,2024-12-03,33,Tier1,Organic
C00871,2025-06-15,69,Tier2,Referral
C00872,2025-08-16,28,Tier1,Organic
C00873,2024-06-08,45,Tier2,Organic
C00874,2024-08-28,36,Tier1,Paid Ads
C00875,2024-04-13,34,Tier1,Paid Ads
C00876,2024-08-14,32,Tier2,Organic
C00877,2024-09-21,64,Tier2,Paid Ads
C00878,2025-02-17,40,Tier2,Referral
C00879,2025-02-17,58,Tier1,Organic
C00880,2025-01-18,55,Tier3,Organic
C00881,2024-03-21,51,Tier1,Social
C00882,2024-05-13,18,Tier1,Paid Ads
C00883,2025-07-10,41,Tier3,Paid Ads
C00884,2024-12-03,49,Tier3,Paid Ads
C00885,2024-04-19,52,Tier1,Referral
C00886,2024-08-24,56,Tier3,Paid Ads
C00887,2024-10-26,47,Tier1,Referral
C00888,2025-05-19,53,Tier3,Organic
C00889,2024-05-04,43,Tier3,Organic
C00890,2024-09-08,41,Tier2,Organic
C00891,2024-09-26,47,Tier2,Organic
C00892,2024-04-05,47,Tier1,Organic
C00893,2025-07-11,46,Tier1,Paid Ads
C00894,2024-08-12,56,Tier1,Paid Ads
C00895,2024-03-22,35,Tier1,Organic
C00896,2025-07-31,48,Tier3,Social
C00897,2024-05-07,51,Tier3,Paid Ads
C00898,2024-05-19,59,Tier3,Organic
C00899,2024-01-10,48,Tier2,Social
C00900,2024-09-21,66,Tier2,Organic
C00901,2025-06-06,22,Tier3,Social
C00902,2025-06-17,32,Tier2,Referral
C00903,2024-04-14,45,Tier1,Referral
C00904,2024-02-02,30,Tier3,Referral
C00905,2024-09-01,37,Tier2,Referral
C00906,2024-02-09,40,Tier2,Referral
C00907,2025-07-13,30,Tier1,Referral
C00908,2024-03-03,58,Tier3,Organic
C00909,2025-02-15,60,Tier2,Social
C00910,2024-07-08,29,Tier3,Social
C00911,2024-03-19,58,Tier1,Referral
C00912,2025-09-23,60,Tier1,Paid Ads
C00913,2024-08-31,35,Tier2,Referral
C00914,2025-03-03,44,Tier3,Organic
C00915,2024-09-21,50,Tier1,Organic
C00916,2024-03-03,25,Tier2,Social
C00917,2024-07-20,30,Tier1,Social
C00918,2024-04-24,19,Tier2,Organic
C00919,2024-10-29,64,Tier2,Referral
C00920,2024-08-11,52,Tier1,Paid Ads
C00921,2025-07-11,61,Tier2,Organic
C00922,2024-09-18,40,Tier1,Referral
C00923,2024-08-01,45,Tier2,Organic
C00924,2025-06-14,66,Tier3,Referral
C00925,2024-03-30,33,Tier2,Paid Ads
C00926,2024-11-27,33,Tier2,Referral
C00927,2024-09-09,61,Tier2,Paid Ads
C00928,2025-07-14,42,Tier2,Paid Ads
C00929,2024-08-14,60,Tier2,Social
C00930,2024-08-16,40,Tier1,Organic
C00931,2024-10-27,62,Tier1,Social
C00932,2025-04-18,59,Tier2,Social
C00933,2024-12-25,26,Tier2,Organic
C00934,2025-05-22,65,Tier1,Organic
C00935,2024-03-25,45,Tier2,Organic
C00936,2024-04-26,58,Tier2,Organic
C00937,2024-06-03,28,Tier2,Social
C00938,2024-03-23,50,Tier1,Paid Ads
C00939,2025-03-31,41,Tier2,Paid Ads
C00940,2025-02-13,66,Tier3,Referral
C00941,2025-01-10,46,Tier3,Referral
C00942,2025-01-25,26,Tier2,Referral
C00943,2024-04-14,57,Tier1,Paid Ads
C00944,2024-10-05,38,Tier2,Social
C00945,2025-06-14,48,Tier1,Paid Ads
C00946,2025-03-31,41,Tier2,Organic
C00947,2025-01-20,57,Tier2,Organic
C00948,2024-07-06,32,Tier1,Social
C00949,2025-03-26,32,Tier2,Paid Ads
C00950,2025-06-04,62,Tier2,Referral
C00951,2024-03-25,63,Tier1,Paid Ads
C00952,2024-06-12,59,Tier3,Social
C00953,2024-09-22,26,Tier3,Paid Ads
C00954,2025-03-09,56,Tier3,Referral
C00955,2024-02-23,43,Tier3,Referral
C00956,2024-04-06,37,Tier1,Organic
C00957,2024-04-26,56,Tier2,Referral
C00958,2024-11-17,35,Tier1,Social
C00959,2025-04-20,36,Tier2,Paid Ads
C00960,2025-05-14,21,Tier3,Social
C00961,2025-07-26,66,Tier2,Social
C00962,2024-08-28,42,Tier3,Paid Ads
C00963,2024-03-10,45,Tier2,Referral
C00964,2025-07-12,30,Tier3,Paid Ads
C00965,2025-05-02,41,Tier1,Paid Ads
C00966,2025-03-11,34,Tier2,Referral
C00967,2024-11-21,51,Tier1,Referral
C00968,2025-07-03,43,Tier1,Paid Ads
C00969,2025-02-26,25,Tier3,Social
C00970,2024-07-18,26,Tier3,Organic
C00971,2025-04-18,21,Tier2,Referral
C00972,2024-04-17,44,Tier3,Social
C00973,2025-06-25,58,Tier3,Paid Ads
C00974,2024-12-16,53,Tier2,Referral
C00975,2025-01-20,22,Tier3,Referral
C00976,2025-03-28,69,Tier2,Social
C00977,2025-03-20,34,Tier1,Social
C00978,2024-03-12,31,Tier1,Referral
C00979,2025-09-05,53,Tier1,Referral
C00980,2024-06-07,58,Tier1,Social
C00981,2024-09-07,47,Tier3,Organic
C00982,2025-09-14,61,Tier2,Organic
C00983,2024-11-27,46,Tier1,Social
C00984,2024-11-19,25,Tier1,Paid Ads
C00985,2024-02-16,47,Tier2,Organic
C00986,2024-09-18,54,Tier3,Paid Ads
C00987,2025-03-05,33,Tier1,Paid Ads
C00988,2025-08-16,47,Tier2,Referral
C00989,2025-06-23,33,Tier1,Organic
C00990,2024-05-10,19,Tier1,Social
C00991,2024-11-23,51,Tier1,Paid Ads
C00992,2025-04-12,24,Tier3,Organic
C00993,2025-03-25,35,Tier1,Referral
C00994,2025-01-31,58,Tier2,Social
C00995,2025-09-26,40,Tier3,Social
C00996,2024-01-25,35,Tier2,Organic
C00997,2024-10-10,59,Tier3,Paid Ads
C00998,2025-07-06,51,Tier2,Referral
C00999,2025-05-30,24,Tier3,Paid Ads
C01000,2025-05-14,66,Tier3,Referral
C01001,2024-06-19,26,Tier1,Social
C01002,2025-08-31,23,Tier1,Social
C01003,2024-02-13,66,Tier1,Social
C01004,2024-02-13,52,Tier1,Organic
C01005,2025-07-12,46,Tier2,Paid Ads
C01006,2024-03-09,65,Tier2,Paid Ads
C01007,2024-07-09,42,Tier3,Social
C01008,2024-03-19,36,Tier1,Paid Ads
C01009,2025-08-02,69,Tier3,Paid Ads
C01010,2024-02-19,44,Tier2,Social
C01011,2024-04-17,57,Tier1,Social
C01012,2025-05-05,60,Tier1,Referral
C01013,2025-07-20,24,Tier2,Paid Ads
C01014,2024-08-28,31,Tier2,Social
C01015,2025-03-16,34,Tier2,Paid Ads
C01016,2025-02-21,18,Tier1,Organic
C01017,2024-09-13,23,Tier2,Referral
C01018,2025-08-29,32,Tier3,Paid Ads
C01019,2025-04-13,44,Tier3,Organic
C01020,2024-11-17,33,Tier3,Referral
C01021,2024-10-31,52,Tier2,Referral
C01022,2025-02-07,58,Tier3,Referral
C01023,2025-06-10,60,Tier1,Organic
C01024,2024-12-24,23,Tier1,Referral
C01025,2025-06-09,38,Tier1,Organic
C01026,2024-09-28,64,Tier1,Social
C01027,2025-08-17,49,Tier1,Referral
C01028,2025-03-30,67,Tier2,Referral
C01029,2024-03-11,32,Tier1,Social
C01030,2024-01-17,50,Tier3,Organic
C01031,2025-01-23,55,Tier1,Social
C01032,2024-04-03,34,Tier1,Organic
C01033,2024-01-04,41,Tier1,Organic
C01034,2024-03-12,47,Tier1,Referral
C01035,2024-06-02,46,Tier2,Organic
C01036,2025-07-13,37,Tier3,Paid Ads
C01037,2024-05-08,46,Tier1,Paid Ads
C01038,2024-11-16,64,Tier3,Organic
C01039,2024-07-19,45,Tier1,Referral
C01040,2024-02-25,43,Tier1,Social
C01041,2025-02-02,20,Tier1,Paid Ads
C01042,2024-12-19,29,Tier3,Referral
C01043,2025-04-07,43,Tier1,Social
C01044,2025-05-19,63,Tier2,Social
C01045,2024-01-27,18,Tier1,Paid Ads
C01046,2024-02-09,25,Tier2,Social
C01047,2025-01-29,24,Tier2,Referral
C01048,2024-03-12,50,Tier2,Organic
C01049,2024-08-30,21,Tier2,Referral
C01050,2025-01-26,66,Tier3,Social
C01051,2024-12-07,51,Tier2,Organic
C01052,2024-05-11,19,Tier1,Referral
C01053,2024-06-03,65,Tier2,Social
C01054,2025-06-30,29,Tier2,Social
C01055,2025-09-14,51,Tier3,Paid Ads
C01056,2024-02-13,39,Tier1,Social
C01057,2025-06-04,68,Tier1,Social
C01058,2025-06-28,44,Tier3,Organic
C01059,2025-05-10,28,Tier1,Referral
C01060,2024-04-15,54,Tier1,Referral
C01061,2024-05-05,38,Tier2,Organic
C01062,2024-12-22,41,Tier2,Referral
C01063,2025-08-30,29,Tier1,Referral
C01064,2024-06-14,34,Tier1,Paid Ads
C01065,2025-06-01,56,Tier2,Organic
C01066,2025-03-27,21,Tier2,Referral
C01067,2025-08-11,51,Tier1,Organic
C01068,2025-03-01,29,Tier2,Social
C01069,2024-06-27,53,Tier1,Social
C01070,2024-06-13,59,Tier2,Paid Ads
C01071,2025-06-29,39,Tier2,Paid Ads
C01072,2024-02-14,40,Tier2,Organic
C01073,2025-04-07,61,Tier1,Paid Ads
C01074,2025-08-10,34,Tier2,Paid Ads
C01075,2024-11-05,25,Tier1,Paid Ads
C01076,2025-01-26,41,Tier2,Paid Ads
C01077,2024-02-17,49,Tier3,Paid Ads
C01078,2024-05-04,69,Tier1,Paid Ads
C01079,2025-01-02,51,Tier2,Social
C01080,2025-06-15,24,Tier2,Organic
C01081,2024-06-08,54,Tier1,Referral
C01082,2025-07-02,35,Tier1,Social
C01083,2025-01-28,27,Tier2,Organic
C01084,2025-09-08,53,Tier2,Organic
C01085,2025-03-22,36,Tier2,Paid Ads
C01086,2024-11-03,33,Tier1,Social
C01087,2024-09-24,35,Tier3,Organic
C01088,2024-04-14,36,Tier1,Paid Ads
C01089,2024-11-24,29,Tier3,Social
C01090,2025-09-06,39,Tier2,Referral
C01091,2025-03-11,41,Tier1,Referral
C01092,2025-01-05,49,Tier1,Organic
C01093,2025-02-17,30,Tier1,Paid Ads
C01094,2024-07-16,24,Tier3,Social
C01095,2024-07-09,53,Tier3,Organic
C01096,2024-05-13,54,Tier3,Organic
C01097,2024-10-25,44,Tier3,Organic
C01098,2024-03-24,21,Tier3,Referral
C01099,2024-01-14,29,Tier1,Social
C01100,2025-07-18,29,Tier2,Social
C01101,2024-09-04,22,Tier3,Paid Ads
C01102,2025-04-24,65,Tier3,Referral
C01103,2025-08-21,50,Tier1,Organic
C01104,2025-05-03,27,Tier1,Referral
C01105,2025-04-15,36,Tier1,Paid Ads
C01106,2024-07-13,35,Tier1,Social
C01107,2025-09-14,53,Tier2,Organic
C01108,2025-07-08,52,Tier2,Organic
C01109,2024-07-27,21,Tier2,Referral
C01110,2024-10-10,59,Tier3,Social
C01111,2024-07-10,56,Tier2,Organic
C01112,2024-09-12,52,Tier2,Paid Ads
C01113,2024-04-06,55,Tier3,Social
C01114,2025-03-23,24,Tier1,Organic
C01115,2025-03-17,48,Tier2,Referral
C01116,2025-09-16,51,Tier3,Organic
C01117,2025-04-02,64,Tier2,Referral
C01118,2024-10-18,61,Tier2,Referral
C01119,2025-03-20,67,Tier2,Organic
C01120,2024-03-11,21,Tier3,Referral
C01121,2024-05-20,37,Tier1,Social
C01122,2024-07-17,34,Tier2,Organic
C01123,2025-02-19,31,Tier1,Social
C01124,2025-04-01,61,Tier1,Social
C01125,2024-02-18,19,Tier1,Paid Ads
C01126,2024-10-18,56,Tier3,Paid Ads
C01127,2024-06-11,68,Tier2,Organic
C01128,2025-04-04,38,Tier3,Organic
C01129,2024-01-14,48,Tier2,Social
C01130,2024-09-30,53,Tier2,Organic
C01131,2025-04-30,46,Tier3,Social
C01132,2024-10-31,23,Tier3,Referral
C01133,2024-08-02,33,Tier3,Referral
C01134,2024-02-02,42,Tier3,Social
C01135,2024-10-28,46,Tier3,Organic
C01136,2025-09-28,38,Tier1,Social
C01137,2024-04-08,55,Tier1,Social
C01138,2024-07-20,38,Tier2,Social
C01139,2025-08-25,30,Tier1,Organic
C01140,2024-01-04,36,Tier2,Paid Ads
C01141,2024-04-12,37,Tier3,Referral
C01142,2024-06-13,53,Tier2,Organic
C01143,2025-09-26,24,Tier2,Social
C01144,2024-03-02,42,Tier3,Social
C01145,2025-06-22,21,Tier2,Paid Ads
C01146,2024-07-07,36,Tier2,Organic
C01147,2025-06-27,40,Tier1,Referral
C01148,2024-01-19,45,Tier2,Organic
C01149,2024-11-23,62,Tier3,Organic
C01150,2024-04-29,27,Tier1,Referral
C01151,2024-04-28,39,Tier2,Paid Ads
C01152,2024-02-20,56,Tier3,Paid Ads
C01153,2025-07-07,51,Tier1,Paid Ads
C01154,2024-03-24,26,Tier3,Paid Ads
C01155,2024-03-20,35,Tier1,Social
C01156,2025-03-16,42,Tier3,Paid Ads
C01157,2024-12-01,40,Tier1,Organic
C01158,2024-02-02,41,Tier1,Referral
C01159,2024-07-20,22,Tier2,Paid Ads
C01160,2024-07-16,35,Tier3,Referral
C01161,2025-01-02,21,Tier2,Organic
C01162,2025-04-01,56,Tier2,Paid Ads
C01163,2024-11-09,68,Tier1,Social
C01164,2025-03-14,54,Tier2,Referral
C01165,2025-08-21,68,Tier1,Social
C01166,2024-11-04,30,Tier2,Social
C01167,2024-02-27,69,Tier1,Organic
C01168,2025-04-05,30,Tier1,Social
C01169,2025-07-06,52,Tier3,Organic
C01170,2024-07-12,52,Tier1,Social
C01171,2024-10-02,63,Tier3,Referral
C01172,2025-02-14,66,Tier1,Organic
C01173,2025-09-25,19,Tier1,Referral
C01174,2025-07-06,60,Tier3,Referral
C01175,2025-06-04,22,Tier2,Referral
C01176,2024-02-03,62,Tier2,Social
C01177,2024-10-19,33,Tier2,Referral
C01178,2024-10-29,28,Tier2,Organic
C01179,2024-12-29,51,Tier2,Referral
C01180,2024-05-28,19,Tier3,Referral
C01181,2024-11-17,67,Tier2,Social
C01182,2024-03-25,28,Tier1,Referral
C01183,2024-03-08,19,Tier3,Social
C01184,2024-03-13,46,Tier2,Organic
C01185,2025-02-16,64,Tier1,Paid Ads
C01186,2025-02-11,47,Tier2,Social
C01187,2024-12-13,65,Tier3,Referral
C01188,2024-04-14,52,Tier2,Paid Ads
C01189,2024-12-02,22,Tier2,Organic
C01190,2024-03-23,44,Tier1,Organic
C01191,2024-02-01,59,Tier3,Referral
C01192,2024-09-02,51,Tier3,Social
C01193,2025-03-28,26,Tier3,Paid Ads
C01194,2025-02-11,21,Tier2,Social
C01195,2024-06-27,50,Tier3,Referral
C01196,2025-04-07,48,Tier1,Paid Ads
C01197,2024-02-11,35,Tier3,Referral
C01198,2024-03-22,56,Tier3,Referral
C01199,2024-10-07,68,Tier1,Paid Ads
C01200,2025-03-23,22,Tier3,Paid Ads
C01201,2024-10-26,27,Tier1,Social
C01202,2024-11-30,23,Tier3,Referral
C01203,2024-10-31,38,Tier2,Paid Ads
C01204,2024-07-14,22,Tier1,Referral
C01205,2024-03-06,20,Tier3,Referral
C01206,2025-09-12,60,Tier1,Paid Ads
C01207,2025-04-14,55,Tier3,Referral
C01208,2024-08-12,24,Tier1,Organic
C01209,2024-06-11,38,Tier3,Social
C01210,2024-11-23,67,Tier1,Social
C01211,2025-01-06,27,Tier2,Social
C01212,2025-07-08,54,Tier1,Referral
C01213,2024-09-09,55,Tier1,Paid Ads
C01214,2024-05-09,26,Tier1,Referral
C01215,2024-06-23,68,Tier1,Social
C01216,2025-01-05,22,Tier3,Paid Ads
C01217,2024-08-12,63,Tier1,Organic
C01218,2025-07-01,27,Tier2,Organic
C01219,2024-03-08,23,Tier3,Paid Ads
C01220,2025-03-24,29,Tier2,Social
C01221,2025-06-26,18,Tier1,Referral
C01222,2025-09-02,47,Tier1,Referral
C01223,2025-03-30,39,Tier2,Organic
C01224,2025-08-06,27,Tier3,Social
C01225,2024-05-21,34,Tier1,Referral
C01226,2024-04-09,28,Tier3,Paid Ads
C01227,2024-07-16,52,Tier1,Referral
C01228,2024-07-05,59,Tier1,Referral
C01229,2024-06-09,24,Tier3,Organic
C01230,2024-03-06,58,Tier2,Social
C01231,2025-09-09,53,Tier1,Organic
C01232,2024-07-11,65,Tier3,Social
C01233,2024-04-01,36,Tier3,Social
C01234,2024-09-27,62,Tier1,Organic
C01235,2024-12-13,69,Tier3,Paid Ads
C01236,2024-03-20,19,Tier2,Social
C01237,2024-02-04,46,Tier1,Organic
C01238,2024-10-01,68,Tier3,Paid Ads
C01239,2024-08-05,65,Tier2,Referral
C01240,2025-03-13,64,Tier3,Paid Ads
C01241,2024-03-09,54,Tier3,Social
